OBJECTID,PERMITNUMBER,PROJECTID,NAME,CONTACT,PERMITGROUP,PERMITSTATUS,StatusDate,EXPDATE,Latitude,Longitude,PDF_LINK
27,1-0658,BP99.9999,Sunset Terrace,Stormwater Program,Other,Issued,1476436320000,733536000000,44.796583,-73.078705,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0658.pdf
28,1-0661,,South Meadows,Stormwater Program,Other,Issued,587088000000,741398400000,44.447691,-73.212234,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0661.pdf
29,1-0664,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1556892420000,741398400000,44.446269,-73.088827,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0664.pdf
30,1-0668,BP99.9999,Quail's Hill,Stormwater Program,Other,Issued,,741398400000,42.846944,-72.622778,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0668.pdf
31,1-0674,,MS4 Town of Colchester,Stormwater Program,Other,Inactive,1516629360000,733536000000,44.520437,-73.152941,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0674.pdf
32,1-0691,,MS4 City of St. Albans,Stormwater Program,Other,Inactive,1503313500000,733536000000,44.806944,-73.0965,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0691.pdf
33,1-0694,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374620000,741398400000,44.506765,-73.136781,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0694.pdf
34,1-0734,,Champ Car Care,Stormwater Program,Other,Issued,596764800000,749347200000,44.423134,-73.211058,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0734.pdf
35,1-0740,BP99.9999,Roberts Choquette Commercial Subdivision,Stormwater Program,Other,Issued,,749347200000,44.950706,-72.166333,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0740.pdf
36,1-0761,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374620000,749347200000,44.506765,-73.136781,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0761.pdf
37,1-0779,,Maeck Farm,Stormwater Program,Other,Issued,698630400000,1162425600000,44.384934,-73.200464,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0779.pdf
38,1-0788,EJ95-0449,Chittenden County Circumferential Highway,Stormwater Program,Other,Issued,1018569600000,1167523200000,44.488522,-73.063533,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0788.pdf
39,1-0792,,Turtle Crossing,Stormwater Program,Other,Issued,602467200000,757296000000,44.443394,-73.080061,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0792.pdf
40,1-0798,BP99.9999,Sunnyside Subdivision,Stormwater Program,Other,Issued,1458055740000,757296000000,43.663056,-72.332778,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0798.pdf
41,1-0871,,Summer Woods,Stormwater Program,Other,Issued,623030400000,772934400000,44.471173,-73.174679,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0871.pdf
42,1-0896,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374740000,788832000000,44.508144,-73.135332,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0896.pdf
43,1-0930,,MS4 Town of St. Albans ,Stormwater Program,Other,Inactive,1680616920000,796608000000,44.789779,-73.073656,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0930.pdf
44,1-0947,BP99.9999,Tourangeau Subdivision,Stormwater Program,Other,Issued,1458055800000,796608000000,44.658801,-73.111829,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0947.pdf
45,1-0953,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502962380000,828230400000,44.498022,-73.101415,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0953.pdf
46,1-0959,,MS4 Town of Colchester,Stormwater Program,Other,Inactive,1516629360000,804470400000,44.516642,-73.148704,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0959.pdf
47,1-0963,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1681745220000,820368000000,44.438247,-73.079402,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0963.pdf
48,1-0965,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374860000,804470400000,44.506765,-73.136781,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0965.pdf
49,1-1002,,Rutland Area Visiting Nurses Association,Stormwater Program,Other,Issued,783216000000,820368000000,43.59966,-72.95136,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1002.pdf
50,1-1013,BP99.9999,Country Park Elderly Housing Project Phase II,Stormwater Program,Other,Issued,,828230400000,44.452639,-73.163071,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1013.pdf
51,1-1020,,Park Place,Stormwater Program,Other,Issued,673228800000,828230400000,44.445553,-73.17809,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1020.pdf
52,1-1031,,MS4 Town of Rutland ,Stormwater Program,Other,Inactive,1558083360000,836092800000,43.602778,-72.94,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1031.pdf
53,1-1033,,MS4 City of South Burlington,Stormwater Program,Other,Inactive,1768382040000,891302400000,44.446288,-73.174505,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1033.pdf
54,1-1040,,MS4 University of Vermont,Stormwater Program,Other,Inactive,1462876980000,836092800000,44.474094,-73.187781,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1040.pdf
55,1-1041,,Mobile Home Park-215 Mussey St,Stormwater Program,Other,Issued,838252800000,891302400000,43.595103,-72.964482,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1041.pdf
56,1-1047,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1583407500000,836092800000,44.440093,-73.089566,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1047.pdf
57,1-1052,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1583407620000,844041600000,44.438527,-73.083666,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1052.pdf
58,1-1055,,MS4 University of Vermont,Stormwater Program,Other,Inactive,1462876980000,851990400000,44.467611,-73.198228,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1055.pdf
59,1-1074,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502962380000,875577600000,44.497535,-73.095775,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1074.pdf
60,1-1087,,Flynn Ave Coop Housing,Stormwater Program,Other,Issued,716515200000,867628800000,44.456187,-73.215976,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1087.pdf
61,1-1117,BP99.9999,The Pines,Stormwater Program,Other,Issued,730339200000,883526400000,44.457558,-73.182343,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1117.pdf
62,1-1155,,MS4 City of South Burlington,Stormwater Program,Other,Inactive,1574171760000,1072828800000,44.4338,-73.188298,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1155.pdf
63,1-1182,RU96-0271,Howe Center Expansion,Stormwater Program,Other,Issued,786672000000,938649600000,43.598056,-72.973611,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1182.pdf
64,1-1194,,MS4 Town of St. Albans ,Stormwater Program,Other,Inactive,1680617040000,946598400000,44.799701,-73.079174,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1194.pdf
65,1-1217,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1583407500000,954460800000,44.451212,-73.099324,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1217.pdf
66,1-1257,,MS4 City of South Burlington,Stormwater Program,Other,Inactive,1559637900000,993859200000,44.473138,-73.175341,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1257.pdf
67,1-1258,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1556892480000,993859200000,44.448476,-73.07108,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1258.pdf
68,1-1275,,Taft Farm Commerical Park,Stormwater Program,Other,Issued,893635200000,1001808000000,44.445556,-73.102778,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1275.pdf
69,1-1282,NS77-0006.02,"Grand Summit Hotel, Crown Club and Conf Ctr",Stormwater Program,Other,Issued,1476458520000,1017532800000,42.965833,-72.894167,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1282.pdf
70,1-1307,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502375100000,1033344000000,44.508424,-73.085283,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1307.pdf
71,1-1319,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502375040000,1041292800000,44.501025,-73.08185,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1319.pdf
72,1-1326,,"The Maples, Senior Living Community",Stormwater Program,Other,Issued,889833600000,1041292800000,43.602778,-72.958333,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1326.pdf
73,1-1337,,Lane Press Printing Facility Complex,Stormwater Program,Other,Issued,901152000000,1056931200000,44.444499,-73.152137,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1337.pdf
74,1-1381,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374800000,1096502400000,44.49881,-73.081802,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1381.pdf
75,1-1391,,MS4 Burlington International Airport ,Stormwater Program,Other,Inactive,1556621580000,1096502400000,44.467687,-73.152181,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1391.pdf
76,1-1401,EJ99-0366,Williston Welcome Center,Stormwater Program,Other,Issued,960249600000,1112227200000,44.435885,-73.078736,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1401.pdf
77,1-1441,,MS4 University of Vermont,Stormwater Program,Other,Inactive,1462876980000,1128038400000,44.47971,-73.192806,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1441.pdf
78,1-1463,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374740000,1135987200000,44.506826,-73.131306,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1463.pdf
79,1-1477,,MS4 Town of St. Albans ,Stormwater Program,Other,Inactive,1680617340000,1143763200000,44.804207,-73.070486,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1477.pdf
80,1-1507,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1681745520000,1162425600000,44.45132,-73.089491,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1507.pdf
81,1-1519,,Taft Farms Lot F,Stormwater Program,Other,Issued,1011312000000,946512000000,44.450284,-73.103889,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1519.pdf
82,1-1550,EJ02-0117,Rice Woods,Stormwater Program,Other,Issued,1032912000000,1190678400000,44.395176,-73.224335,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-1550.pdf
83,2-0100,,MS4 City of South Burlington,Stormwater Program,Other,Inactive,1647373740000,489024000000,44.437092,-73.195814,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0100.pdf
84,2-0101,,Ashbrook Park,Stormwater Program,Other,Issued,419904000000,489024000000,44.451541,-73.179434,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0101.pdf
85,2-0140,,1 Kennedy Drive,Stormwater Program,Other,Issued,512611200000,552096000000,44.452394,-73.177793,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0140.pdf
86,2-0147,,MS4 City of St. Albans,Stormwater Program,Other,Inactive,1503313500000,489024000000,44.806587,-73.088818,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0147.pdf
87,2-0153,BP99.9999,4 Harbor View Road,Stormwater Program,Other,Issued,420163200000,489024000000,44.423301,-73.209403,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0153.pdf
88,2-0155,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502962500000,489024000000,44.491053,-73.088161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0155.pdf
89,2-0160,BP99.9999,Snow Mountain Village,Stormwater Program,Other,Issued,425606400000,489024000000,42.972842,-72.892497,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0160.pdf
90,2-0170,,Shelburne Commons (fka Jelly Mill),Stormwater Program,Other,Issued,503884800000,520560000000,44.397161,-73.220932,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0170.pdf
91,2-0180,,Shelburne Plastics,Stormwater Program,Other,Issued,433382400000,489024000000,44.423336,-73.208608,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0180.pdf
92,2-0187,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502962620000,489024000000,44.496024,-73.111442,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0187.pdf
93,2-0195,,Ming's Restaurant,Stormwater Program,Other,Issued,437875200000,437875200000,44.465226,-73.17808,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0195.pdf
94,2-0212,,Bell-Atlantic-Verizon,Stormwater Program,Other,Issued,447033600000,489024000000,44.446236,-73.155771,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0212.pdf
95,2-0231,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1681745520000,489024000000,44.451058,-73.064464,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0231.pdf
96,2-0233,,Paradise Condominiums,Stormwater Program,Other,Issued,,489024000000,44.140175,-72.890127,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0233.pdf
97,2-0289,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502963520000,489024000000,44.495423,-73.087241,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0289.pdf
98,2-0300,,Meadowbrook Lane,Stormwater Program,Other,Issued,,520560000000,44.798056,-73.085,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0300.pdf
99,2-0312,,MS4 City of South Burlington,Stormwater Program,Other,Inactive,1768381980000,520560000000,44.433369,-73.161853,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0312.pdf
100,2-0317,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1705938360000,520560000000,44.492778,-73.091968,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0317.pdf
101,2-0613,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374560000,520560000000,44.506871,-73.081328,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0613.pdf
102,2-0619,,MS4 City of South Burlington,Stormwater Program,Other,Inactive,1647373680000,725760000000,44.453248,-73.175008,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0619.pdf
103,2-0633,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374380000,520560000000,44.504366,-73.123361,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0633.pdf
104,2-0634,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374440000,520560000000,44.506765,-73.136771,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0634.pdf
105,2-0731,BP99.9999,Woodland Heights,Stormwater Program,Other,Issued,458179200000,489024000000,43.605884,-72.952846,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0731.pdf
106,2-0763,BP99.9999,St George Subdivision,Stormwater Program,Other,Issued,1458055800000,331171200000,44.37,-73.096944,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0763.pdf
107,2-0769,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502964240000,331171200000,44.502017,-73.101427,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0769.pdf
108,2-0794,,Brookwood Drive,Stormwater Program,Other,Issued,309657600000,331257600000,44.461269,-73.182716,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0794.pdf
109,2-0809,BP99.9999,Village Gate Hotel/Condominiums,Stormwater Program,Other,Issued,,331171200000,44.138889,-72.891944,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0809.pdf
110,2-0811,,1961 Williston Road,Stormwater Program,Other,Issued,317865600000,331257600000,44.460102,-73.149616,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0811.pdf
111,2-0821,,Adams Hill Development,Stormwater Program,Other,Issued,1458055800000,331257600000,42.958333,-72.753889,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0821.pdf
112,2-0824,,MS4 City of South Burlington,Stormwater Program,Other,Inactive,1647373680000,331257600000,44.456893,-73.159813,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0824.pdf
113,2-0825,,Twin Oaks,Stormwater Program,Other,Issued,322185600000,331171200000,44.451473,-73.169885,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0825.pdf
114,2-0830,BP99.9999,Patton Woods,Stormwater Program,Other,Issued,1458055860000,331171200000,44.326389,-73.245833,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0830.pdf
115,2-0835,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502964420000,331171200000,44.493089,-73.101577,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0835.pdf
116,2-0855,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502964660000,331171200000,44.489128,-73.091245,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0855.pdf
117,2-0863,BP99.9999,Commercial building,Stormwater Program,Other,Issued,,362707200000,44.498922,-73.128616,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0863.pdf
118,2-0880,BP99.9999,Snowtree Condominiums,Stormwater Program,Other,Issued,,489024000000,42.969766,-72.891288,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0880.pdf
119,2-0909,,MS4 City of South Burlington,Stormwater Program,Other,Inactive,1768382040000,489024000000,44.454027,-73.179737,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0909.pdf
120,2-0914,,Snow Creek Condominiums,Stormwater Program,Other,Issued,,489024000000,44.134435,-72.893812,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0914.pdf
121,2-0920,,Maples Townhouse,Stormwater Program,Other,Issued,,489024000000,44.501693,-73.132758,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0920.pdf
122,2-0925,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374440000,489024000000,44.506907,-73.133313,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0925.pdf
123,2-0952,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502964720000,489024000000,44.492778,-73.096389,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0952.pdf
124,2-0954,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1635350040000,489024000000,44.438715,-73.063218,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0954.pdf
125,2-0955,,Snow Creek Condominiums,Stormwater Program,Other,Issued,,489024000000,44.133672,-72.893324,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0955.pdf
126,2-0961,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502964780000,489024000000,44.49394,-73.101218,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0961.pdf
127,2-0963,,Lower Welden Street Housing Project,Stormwater Program,Other,Issued,,489024000000,44.808054,-73.093054,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0963.pdf
128,2-0999,BP99.9999,Champlain Apartments,Stormwater Program,Other,Issued,388108800000,489024000000,44.456812,-73.215404,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-0999.pdf
129,2-1009,BP99.9999,Commercial Building,Stormwater Program,Other,Issued,,520560000000,43.647222,-72.788333,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1009.pdf
130,2-1045,,MS4 Town of Essex,Stormwater Program,Other,Inactive,1502374500000,520560000000,44.500381,-73.130385,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1045.pdf
131,2-1052,,MS4 City of Burlington,Stormwater Program,Other,Inactive,1768380180000,520560000000,44.458278,-73.20497,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1052.pdf
132,2-1069,BP99.9999,54-56 Twin Oaks,Stormwater Program,Other,Issued,503884800000,552096000000,44.452593,-73.174127,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1069.pdf
133,2-1103,,MS4 Village of Essex Junction,Stormwater Program,Other,Inactive,1502964840000,552096000000,44.491716,-73.105127,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1103.pdf
134,2-1107,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1681745400000,552096000000,44.42209,-73.057945,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1107.pdf
135,2-1143,BP99.9999,Egypt Subdivision,Stormwater Program,Other,Issued,1458055860000,583718400000,44.574444,-71.991667,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1143.pdf
136,2-1146,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1583407620000,583718400000,44.446306,-73.074336,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1146.pdf
137,2-1157,,St Albans City Industrial Park ,Stormwater Program,Other,Issued,,583718400000,44.806667,-73.087778,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1157.pdf
138,2-1165,,MS4 Town of Colchester,Stormwater Program,Other,Inactive,1516629420000,583718400000,44.516694,-73.15145,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1165.pdf
139,2-1168,,MS4 Town of St. Albans ,Stormwater Program,Other,Inactive,1680617220000,583718400000,44.788787,-73.082967,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1168.pdf
140,2-1171,,Merchants Bank,Stormwater Program,Other,Issued,541900800000,583718400000,44.460947,-73.154176,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1171.pdf
141,2-1180,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1556892540000,583718400000,44.444515,-73.057187,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1180.pdf
142,2-1185,BP99.9999,Northridge Subdivision,Stormwater Program,Other,Issued,1458055860000,583718400000,43.192703,-73.037357,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1185.pdf
143,2-1190,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1556892600000,583718400000,44.461794,-73.107384,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1190.pdf
144,2-1191,,MS4 The Town of Williston,Stormwater Program,Other,Inactive,1560244020000,583718400000,44.445822,-73.079579,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/2-1191.pdf
145,3005-9010,NS03-0058,Cicotte Properties (f.k.a. Dean Hill Motors IBEX),Stormwater Program,Operational,Issued,1423526400000,1739145600000,43.643172,-72.340128,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3005-9010.pdf
146,3015-9010.R,BR99-0059,Jersey Heights Subdivision,Jim Pease,Operational,Issued,1309219200000,1624838400000,44.555,-72.606694,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3015-9010.R.pdf
147,3022-9003.R,NS83-0015.02,Vermont Circuits Inc.,Stormwater Program,Industrial - NOX,Issued,1341964800000,1470268800000,42.875556,-72.562778,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3022-9003.R.pdf
148,3022-9010.R,NS83-0015.02,Vermont Circuits Inc.,Jim Pease,Operational,Issued,1453988700000,1604275200000,42.875556,-72.562778,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3022-9010.R.pdf
149,3023-9010.RA,SJ10-0124,Bessett Mini Storage-Self Storage Units,Thomas Benoit,Operational,Issued,1393977600000,1603670400000,44.4975,-72.3725,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3023-9010.RA.pdf
150,3023-9015.1,SJ10-0124,Bessett Mini Storage-Self Storage Units,Thomas Benoit,Operational,Issued,1411689600000,1727308800000,44.4975,-72.3725,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3023-9015.1.pdf
151,1-0839,,MS4 Burlington International Airport ,Stormwater Program,Other,Inactive,1768380060000,796608000000,44.474658,-73.154161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/1-0839.pdf
152,3028-9003.R,EJ96-0386,Burlington International Airport,Christy Witters,Industrial - NOI,Issued,1323907200000,1470268800000,44.474658,-73.154161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3028-9003.R.pdf
153,3028-9010.2,,MS4 Burlington International Airport ,Stormwater Program,Operational,Inactive,1513000080000,1762300800000,44.474658,-73.154161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3028-9010.2.pdf
154,3028-9010.A,,MS4 Burlington International Airport ,Jim Pease,Operational,Inactive,1513000020000,1576972800000,44.474658,-73.154161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3028-9010.A.pdf
155,3028-9015.1,,MS4 Burlington International Airport ,Kevin Burke,Operational,Inactive,1513001400000,1668902400000,44.474658,-73.154161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3028-9015.1.pdf
156,3028-9015.2,,MS4 Burlington International Airport ,Stormwater Program,Operational,Inactive,1513001640000,1748304000000,44.474658,-73.154161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3028-9015.2.pdf
157,3028-INDS.3,,MS4 Burlington International Airport ,Kevin Burke,Operational,Inactive,1513001460000,1536019200000,44.474658,-73.154161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3028-INDS.3.pdf
158,3028-INDS.AR,,MS4 Burlington International Airport ,Stormwater Program,Operational,Inactive,1513000200000,1607040000000,44.474658,-73.154161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3028-INDS.AR.pdf
159,3845-9010,,MS4 Burlington International Airport ,Stormwater Program,Operational,Inactive,1513001820000,1755043200000,44.474658,-73.154161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3845-9010.pdf
160,3845-9015.1,,MS4 Burlington International Airport ,Stormwater Program,Operational,Inactive,1513001880000,1440460800000,44.474658,-73.154161,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3845-9015.1.pdf
161,3032-9010,,MS4 City of Burlington,Winn Wilson,Operational,Inactive,1556889780000,1671408000000,44.481721,-73.222223,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3032-9010.pdf
162,3056-9010.R,NS10-0221,Mertens House,Jim Pease,Operational,Issued,1295395200000,1611014400000,43.622083,-72.528056,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3056-9010.R.pdf
