ESITEID,PRIMARYADDRESS,TOWNNAME,PARCELNUM,UNITCOUNT,YEARBUILT,SITETYPE,GPSX,GPSY,ParcelCategory,SOURCEOFDATA
772018,0 RIVERS EDGE LN,STOWE,,1,2025,DEVELOPMENT SITE,-72.69639285175356,44.47688496083415,CA,Vermont Enhanced 911 Board
772131,13 COLES CT,SOUTH HERO,,1,2025,DEVELOPMENT SITE,-73.34046693135723,44.67426764528457,R2,Vermont Enhanced 911 Board
772129,12 COLES CT,SOUTH HERO,,1,2025,DEVELOPMENT SITE,-73.34134130839018,44.674576962836376,R2,Vermont Enhanced 911 Board
772098,152 SUNNY MEADOW DR,WESTMINSTER,,1,2025,DEVELOPMENT SITE,-72.45856988602173,43.120965828054935,M,Vermont Enhanced 911 Board
772063,0 CLAY HILL RD,HARTLAND,,1,2025,DEVELOPMENT SITE,-72.35800032657198,43.59282493671245,R1,Vermont Enhanced 911 Board
772127,130 LINDSEYS LN,SOUTH HERO,,1,2025,DEVELOPMENT SITE,-73.34348131120856,44.67333260934014,R2,Vermont Enhanced 911 Board
772994,144 LINDA LN,GROTON,,1,2026,DEVELOPMENT SITE,-72.1843001153638,44.21248510365642,F,Vermont Enhanced 911 Board
772065,0 CLAY HILL RD,HARTLAND,,1,2025,DEVELOPMENT SITE,-72.3592778702074,43.59582939016676,R1,Vermont Enhanced 911 Board
772126,92 LINDSEYS LN,SOUTH HERO,,1,2025,DEVELOPMENT SITE,-73.34343098143016,44.674200763811825,R2,Vermont Enhanced 911 Board
772130,24 COLES CT,SOUTH HERO,,1,2025,DEVELOPMENT SITE,-73.34104246415168,44.67426080204148,R2,Vermont Enhanced 911 Board
772080,58 GALVIN RD,WHITING,,1,2025,DEVELOPMENT SITE,-73.21961002820852,43.9025113847598,R2,Vermont Enhanced 911 Board
646677,2015 FOREST DALE RD,BRANDON,,1,2025,DEVELOPMENT SITE,-73.05574325178061,43.82403010597673,M,Vermont Enhanced 911 Board
772068,125 BOURNES HOLLOW DR,EDEN,,1,2025,DEVELOPMENT SITE,-72.54733748798445,44.69685877946631,W,Vermont Enhanced 911 Board
772078,679 BEAVER POND RD,DUMMERSTON,,1,2025,DEVELOPMENT SITE,-72.6344348756991,42.92690820243209,R2,Vermont Enhanced 911 Board
772160,0 BLACK BEAR HOLW,BURKE,,1,2025,DEVELOPMENT SITE,-71.91833992820241,44.61814506422228,R2,Vermont Enhanced 911 Board
772183,434 E DARLING HILL RD,BURKE,,1,2025,DEVELOPMENT SITE,-71.95316908638341,44.589884271632975,R1,Vermont Enhanced 911 Board
772166,1970 BLACK MOUNTAIN RD,DUMMERSTON,,1,2025,DEVELOPMENT SITE,-72.58505039930424,42.922469948829004,M,Vermont Enhanced 911 Board
772955,4565 HINESBURG RD,GUILFORD,,1,2026,DEVELOPMENT SITE,-72.66239116418193,42.806372624884304,R2,Vermont Enhanced 911 Board
365691,604 PENNY LN,DANVILLE,,1,2025,DEVELOPMENT SITE,-72.11763418229319,44.41242181192063,R2,Vermont Enhanced 911 Board
772140,162 TAYLOR RD,DUXBURY,,1,2025,DEVELOPMENT SITE,-72.77916836607493,44.28402690859272,M,Vermont Enhanced 911 Board
772276,2311 WATERBURY RD,STOWE,,1,2025,DEVELOPMENT SITE,-72.70893136806522,44.435857086461475,C,Vermont Enhanced 911 Board
772267,2655 ELM ST,MONTPELIER,,1,2025,DEVELOPMENT SITE,-72.57863733229097,44.2937246279722,M,Vermont Enhanced 911 Board
772288,1255 WEST SHORE RD,SALISBURY,,1,2025,DEVELOPMENT SITE,-73.08672767062211,43.90283521842609,R2,Vermont Enhanced 911 Board
772301,797 VT ROUTE 12,ELMORE,,1,2025,DEVELOPMENT SITE,-72.5277397693204,44.546669223654604,R2,Vermont Enhanced 911 Board
771539,136 SWEENEY FARM RD,MILTON,,1,2025,DEVELOPMENT SITE,-73.15850889918804,44.601376590985815,R2,Vermont Enhanced 911 Board
772908,2855 WEST SHORE RD,ISLE LA MOTTE,,1,2025,DEVELOPMENT SITE,-73.35920941227413,44.85964894597477,O,Vermont Enhanced 911 Board
772277,93 NATIONAL DR,STOWE,,1,2025,DEVELOPMENT SITE,-72.77702613349179,44.53197308946534,M,Vermont Enhanced 911 Board
772296,240 COURSER RD,ENOSBURGH,,1,2025,DEVELOPMENT SITE,-72.74277036285987,44.85714212044145,MHL,Vermont Enhanced 911 Board
773011,120 PRISCILLA LN,KILLINGTON,,1,2026,DEVELOPMENT SITE,-72.79502003234144,43.655879681662064,M,Vermont Enhanced 911 Board
773005,35 FERN RD,WARREN,,1,2026,DEVELOPMENT SITE,-72.83770465098164,44.069754863735795,M,Vermont Enhanced 911 Board
772941,800 MYERS RD,SHAFTSBURY,,1,2025,DEVELOPMENT SITE,-73.22090822660493,42.96510368732232,R2,Vermont Enhanced 911 Board
772274,715 FAIRFIELD RD,FLETCHER,,1,2025,DEVELOPMENT SITE,-72.92700365886525,44.68922956534114,R2,Vermont Enhanced 911 Board
771761,216 HEATHER LN,MENDON,,1,2025,DEVELOPMENT SITE,-72.87120713265334,43.67102865114461,M,Vermont Enhanced 911 Board
772278,105 REDFERN LN,BERLIN,,1,2025,DEVELOPMENT SITE,-72.63724593918519,44.18034837786534,R2,Vermont Enhanced 911 Board
772167,481 GILMAN RD,LYNDON,,1,2025,DEVELOPMENT SITE,-72.01903170478934,44.54597247348209,M,Vermont Enhanced 911 Board
772270,3434 RIDGE RD,KIRBY,,1,2025,DEVELOPMENT SITE,-71.92542569519352,44.56431899012945,M,Vermont Enhanced 911 Board
772279,302 CAMPAGNA RD,HIGHGATE,,1,2025,DEVELOPMENT SITE,-73.07476050123853,44.95056667779258,M,Vermont Enhanced 911 Board
772298,125 HILLSIDE AVE,SAINT JOHNSBURY,,1,2025,DEVELOPMENT SITE,-72.01055040632234,44.43632822972852,M,Vermont Enhanced 911 Board
772152,550 HARDSCRABBLE NOTCH RD,SHEFFIELD,,1,2025,DEVELOPMENT SITE,-72.09518005068611,44.64486717803899,W,Vermont Enhanced 911 Board
772300,160 BEACON HL,CHELSEA,,1,2025,DEVELOPMENT SITE,-72.4696997405647,43.9935750548599,R2,Vermont Enhanced 911 Board
772268,2187 VT ROUTE 100A,PLYMOUTH,,1,2025,DEVELOPMENT SITE,-72.70775065402405,43.551799461308825,M,Vermont Enhanced 911 Board
773006,137 BERRIE LN,TOWNSHEND,,1,2026,DEVELOPMENT SITE,-72.65599310805165,43.030702400349575,R2,Vermont Enhanced 911 Board
772178,280 MOSQUITOVILLE RD,BARNET,,1,2025,DEVELOPMENT SITE,-72.1481011338836,44.282647761454434,M,Vermont Enhanced 911 Board
772161,308 MOULTON AVE,CLARENDON,,1,2025,DEVELOPMENT SITE,-72.97218096973579,43.56468229839885,F,Vermont Enhanced 911 Board
773013,589 CAMBRIDGEPORT RD,GRAFTON,,1,2026,DEVELOPMENT SITE,-72.55929190088138,43.171493504113435,MHL,Vermont Enhanced 911 Board
772143,692 WESTMINSTER RD,PUTNEY,,1,2025,DEVELOPMENT SITE,-72.5250622627958,43.02175122502309,M,Vermont Enhanced 911 Board
772292,1004 BUTLER DR,IRASBURG,,1,2025,DEVELOPMENT SITE,-72.24970127904129,44.77188224656217,R1,Vermont Enhanced 911 Board
365689,279 DEPOT RD,TOWNSHEND,,1,2025,DEVELOPMENT SITE,-72.66931694080758,43.03744849857092,R2,Vermont Enhanced 911 Board
772177,733 BANISTER RD,WEST WINDSOR,,1,2025,DEVELOPMENT SITE,-72.5090886968155,43.48754765763292,M,Vermont Enhanced 911 Board
772142,690 WESTMINSTER RD,PUTNEY,,1,2025,DEVELOPMENT SITE,-72.52514456308921,43.02134050004029,M,Vermont Enhanced 911 Board
772289,1010 US ROUTE 7,SALISBURY,,1,2025,DEVELOPMENT SITE,-73.11201421831647,43.9426571905286,R2,Vermont Enhanced 911 Board
772158,620 OBERHUGEL RD,STAMFORD,,1,2025,DEVELOPMENT SITE,-73.02714354327641,42.82399313594976,R1,Vermont Enhanced 911 Board
772184,520 BOG RD,BELVIDERE,,1,2025,DEVELOPMENT SITE,-72.68009511099572,44.75211399381884,M,Vermont Enhanced 911 Board
772138,413 POUTRE DR,IRASBURG,,1,2025,DEVELOPMENT SITE,-72.31100615604386,44.84428506834035,M,Vermont Enhanced 911 Board
772139,1057 US ROUTE 2,MORETOWN,,1,2025,DEVELOPMENT SITE,-72.73015973979525,44.31917617044565,M,Vermont Enhanced 911 Board
772269,639 WILLEY FARM RD,KIRBY,,1,2025,DEVELOPMENT SITE,-71.95555329134496,44.49240566096282,F,Vermont Enhanced 911 Board
772818,49 COOPERS LNDG,MORRISTOWN,,1,2025,DEVELOPMENT SITE,-72.63045168384501,44.49397692524928,M,Vermont Enhanced 911 Board
772507,92 WEBER BROOK LN,CRAFTSBURY,,1,2025,DEVELOPMENT SITE,-72.35755648236474,44.61671909327659,R1,Vermont Enhanced 911 Board
646648,183 BRINDLE TER,KIRBY,,1,2025,DEVELOPMENT SITE,-71.92130415021445,44.56777455058707,M,Vermont Enhanced 911 Board
772395,871 NORTONTOWN RD,ADDISON,,1,2025,DEVELOPMENT SITE,-73.32008648858051,44.06041584430124,R2,Vermont Enhanced 911 Board
772306,5980 VT ROUTE 14,CALAIS,,1,2025,DEVELOPMENT SITE,-72.4176829114231,44.38326234544952,R2,Vermont Enhanced 911 Board
772904,432 MACEY RD,MIDDLESEX,,1,2025,DEVELOPMENT SITE,-72.60100663448027,44.36915676585248,R2,Vermont Enhanced 911 Board
772401,786 VT ROUTE 73,ORWELL,,1,2025,DEVELOPMENT SITE,-73.22358465408277,43.79559780766226,M,Vermont Enhanced 911 Board
772313,0 GODDARD NISBET RD,MORRISTOWN,,1,2025,DEVELOPMENT SITE,-72.5495120385253,44.54717716239149,R2,Vermont Enhanced 911 Board
772312,0 GODDARD NISBET RD,MORRISTOWN,,1,2025,DEVELOPMENT SITE,-72.5489887714599,44.55010524851785,R2,Vermont Enhanced 911 Board
772405,141 COLD SPRING RD,LINCOLN,,1,2025,DEVELOPMENT SITE,-72.98917272401177,44.09789747960137,M,Vermont Enhanced 911 Board
772382,1308 OLD HARBOUR RD,WOODFORD,,1,2025,DEVELOPMENT SITE,-73.11494359988096,42.91019517466163,M,Vermont Enhanced 911 Board
772404,2290 US ROUTE 7,LEICESTER,,1,2025,DEVELOPMENT SITE,-73.1072306809042,43.880122769099536,M,Vermont Enhanced 911 Board
772309,43 DOWNABOUT RD,KILLINGTON,,1,2025,DEVELOPMENT SITE,-72.77168517284125,43.61642502004864,M,Vermont Enhanced 911 Board
772320,4032 COUNTY RD,GLOVER,,1,2025,DEVELOPMENT SITE,-72.2820383074376,44.71103885034394,F,Vermont Enhanced 911 Board
772374,56 DAVINCI DR,SOUTH BURLINGTON,,1,2025,DEVELOPMENT SITE,-73.1407054004643,44.45914129373018,C,Vermont Enhanced 911 Board
772329,186 GREYSTONE DR,CAMBRIDGE,,2,2025,DEVELOPMENT SITE,-72.83581384429806,44.637224545048696,CA,Vermont Enhanced 911 Board
772497,71 ANDRUS WAY,JAMAICA,,1,2025,DEVELOPMENT SITE,-72.78229270415878,43.10138951185243,M,Vermont Enhanced 911 Board
772328,67 GREYSTONE DR,CAMBRIDGE,,1,2025,DEVELOPMENT SITE,-72.83321689385855,44.6355164265406,CA,Vermont Enhanced 911 Board
772317,122 PINE ACRES RD,TOWNSHEND,,1,2025,DEVELOPMENT SITE,-72.64144919656117,43.0368040658726,M,Vermont Enhanced 911 Board
772935,6 BOSWORTH ST,SWANTON,,1,2025,DEVELOPMENT SITE,-73.12109573338643,44.92508398296061,R1,Vermont Enhanced 911 Board
772946,432 MEEHAN RD,BRISTOL,,1,2025,DEVELOPMENT SITE,-73.04714816214002,44.167957559788256,M,Vermont Enhanced 911 Board
772917,279 FURNACE ST,POULTNEY,,1,2025,DEVELOPMENT SITE,-73.22722145768917,43.51618133006818,M,Vermont Enhanced 911 Board
772834,18 CERES CIR,SWANTON,,1,2025,DEVELOPMENT SITE,-73.06569989511242,44.86328611079928,R1,Vermont Enhanced 911 Board
771435,22 MORIN LN,JERICHO,,1,2025,DEVELOPMENT SITE,-72.9421490794698,44.520811984086954,R1,Vermont Enhanced 911 Board
772830,240 CLEMENT RD,ORANGE,,1,2025,DEVELOPMENT SITE,-72.31734800657863,44.15799663898466,S2,Vermont Enhanced 911 Board
772815,430 HEWITT RD,BRISTOL,,1,2025,DEVELOPMENT SITE,-73.08863340942526,44.1263565288117,CA,Vermont Enhanced 911 Board
773028,2084 NORTH RD,SUNDERLAND,,1,2026,DEVELOPMENT SITE,-73.11084507939417,43.08602092594706,M,Vermont Enhanced 911 Board
772927,33 SAM WARD RD,UNDERHILL,,1,2025,DEVELOPMENT SITE,-72.96116140077149,44.55752334620962,R2,Vermont Enhanced 911 Board
315353,25 BENTON DR,CHITTENDEN,0410024-,1,1998,DEVELOPMENT SITE,-72.9385455534009,43.708245175636186,R2,Vermont Enhanced 911 Board
187002,88 CEDAR LN,PERU,090223-,1,1998,DEVELOPMENT SITE,-72.8905285549133,43.23643084730907,W,Vermont Enhanced 911 Board
131910,755 BERT WHITE RD,HUNTINGTON,016081-,1,1998,DEVELOPMENT SITE,-72.94827757227499,44.32250276928232,M,Vermont Enhanced 911 Board
326201,1053 BALTIMORE RD,WEATHERSFIELD,110146-,1,1998,DEVELOPMENT SITE,-72.53945563238044,43.35866332725784,M,Vermont Enhanced 911 Board
127518,1107 LAMKIN ST,HIGHGATE,0021005233-,1,1998,DEVELOPMENT SITE,-73.02354258080466,44.93636490054071,R2,Vermont Enhanced 911 Board
331109,105 MAGOON RD,MORRISTOWN,12039-,1,1998,DEVELOPMENT SITE,-72.63037614192618,44.548202332895556,R2,Vermont Enhanced 911 Board
328821,567 E DOVER RD,WARDSBORO,110011-,1,1998,DEVELOPMENT SITE,-72.77354675749717,43.003528050710436,R1,Vermont Enhanced 911 Board
333729,1700 OLD MANCHESTER RD,PERU,120021-,1,2008,DEVELOPMENT SITE,-72.89745178297157,43.206827739670324,R2,Vermont Enhanced 911 Board
261701,147 CRANE MOUNTAIN RD,TOWNSHEND,13025-520,1,1998,DEVELOPMENT SITE,-72.63254771060659,43.034295024514364,R2,Vermont Enhanced 911 Board
170354,13 FOURTH ST,MORRISTOWN,70041-,1,1998,DEVELOPMENT SITE,-72.62545021651802,44.529006958852506,MHU,Vermont Enhanced 911 Board
337375,82 PLEASANT ST,MORRISTOWN,21183-,1,2009,DEVELOPMENT SITE,-72.59706495123933,44.563301373703496,M,Vermont Enhanced 911 Board
331712,690 MAPLE GLEN RD,SHELDON,MAP-MA655.,1,2008,DEVELOPMENT SITE,-72.9762566863959,44.88327325342141,C,Vermont Enhanced 911 Board
331719,844 MAPLE GLEN RD,SHELDON,MAP-MA655.,1,2008,DEVELOPMENT SITE,-72.97754359734071,44.88137505608488,C,Vermont Enhanced 911 Board
331720,861 MAPLE GLEN RD,SHELDON,MAP-MA655.,1,2008,DEVELOPMENT SITE,-72.97727247088164,44.8809173632354,C,Vermont Enhanced 911 Board
281180,7 CIRCLE RD,WESTFIELD,08-019-06.,1,1998,DEVELOPMENT SITE,-72.46008416731001,44.85325082181993,R2,Vermont Enhanced 911 Board
333493,100 ROBINSON LN,WARDSBORO,050106-,1,1998,DEVELOPMENT SITE,-72.86595149367908,43.02977938285105,R1,Vermont Enhanced 911 Board
306949,304 RIVER RD,NEW HAVEN,0793-,1,1998,DEVELOPMENT SITE,-73.1616106628422,44.05644299301707,R2,Vermont Enhanced 911 Board
277807,745 GIRD LOT RD,WEATHERSFIELD,090211-,1,1998,DEVELOPMENT SITE,-72.42929491747402,43.36647308660764,M,Vermont Enhanced 911 Board
173375,3458 SCHOOLHOUSE RD,NEWARK,-03-026.250,1,1998,DEVELOPMENT SITE,-71.98228903637404,44.70362541356124,R2,Vermont Enhanced 911 Board
276523,406 PIPER RD,WEATHERSFIELD,040216-,1,1998,DEVELOPMENT SITE,-72.4906191884197,43.415138237373306,M,Vermont Enhanced 911 Board
307418,584 VICTORY DR,WEATHERSFIELD,050233-,1,1998,DEVELOPMENT SITE,-72.42881162593558,43.4093578415132,M,Vermont Enhanced 911 Board
79523,331 COMMON VIEW DR,CRAFTSBURY,0000004001-,1,1998,DEVELOPMENT SITE,-72.41044075736171,44.65782716469308,R2,Vermont Enhanced 911 Board
218780,1660 VT ROUTE 67 E,SHAFTSBURY,162312.,1,1998,DEVELOPMENT SITE,-73.2370899729628,42.9358030631821,R1,Vermont Enhanced 911 Board
448147,200 VT ROUTE 242,JAY,17-2420048,1,2013,DEVELOPMENT SITE,-72.48013443085908,44.94014132011044,M,Vermont Enhanced 911 Board
451099,459 PINNACLE RD,NEWARK,-03-036.000,1,2014,DEVELOPMENT SITE,-71.96908251129605,44.701335598858066,S2,Vermont Enhanced 911 Board
764541,1050 S BARTON RD,BARTON,105011080-,1,2022,DEVELOPMENT SITE,-72.15346232516065,44.72548979249635,M,Vermont Enhanced 911 Board
756889,4 EAST MOUNTAIN MHP,BENNINGTON,06010501-,1,2019,DEVELOPMENT SITE,-73.17738247135755,42.92568209964834,C,Vermont Enhanced 911 Board
756886,10 EAST MOUNTAIN MHP,BENNINGTON,06010501-,1,2019,DEVELOPMENT SITE,-73.17729817738733,42.926614042743616,C,Vermont Enhanced 911 Board
756887,8 EAST MOUNTAIN MHP,BENNINGTON,06010501-,1,2019,DEVELOPMENT SITE,-73.17736228699566,42.92637671684103,C,Vermont Enhanced 911 Board
756885,11 EAST MOUNTAIN MHP,BENNINGTON,06010501-,1,2019,DEVELOPMENT SITE,-73.17731090561155,42.92676103743565,C,Vermont Enhanced 911 Board
449576,3441 PUCKER ST,STOWE,04087-,1,2013,DEVELOPMENT SITE,-72.6360126517867,44.494955458596024,R1,Vermont Enhanced 911 Board
446579,142 MOUNTAINSIDE LN,KILLINGTON,13107-,1,2013,DEVELOPMENT SITE,-72.78112353790118,43.62899481747148,M,Vermont Enhanced 911 Board
455145,1197 SAVAGE POINT RD,NORTH HERO,07-02-68-121,1,2015,DEVELOPMENT SITE,-73.29502707005925,44.82869338291901,M,Vermont Enhanced 911 Board
761359,105 RED TREE LN,MORRISTOWN,07129-,1,2021,DEVELOPMENT SITE,-72.63476644017369,44.56723181192086,R2,Vermont Enhanced 911 Board
365398,4839 BUTLER IS,NORTH HERO,08-00-49-314,1,2022,DEVELOPMENT SITE,-73.23669212839708,44.82925597032989,O,Vermont Enhanced 911 Board
365399,4791 BUTLER IS,NORTH HERO,08-00-49-315,1,2022,DEVELOPMENT SITE,-73.23630906086582,44.82991558724126,O,Vermont Enhanced 911 Board
446782,1411 GLOVER RD,BARTON,081601603-,1,2013,DEVELOPMENT SITE,-72.18339594625768,44.72807637384458,C,Vermont Enhanced 911 Board
764737,550 REED RD,FAIRFIELD,004-0774.000,1,2022,DEVELOPMENT SITE,-72.95731150312541,44.86228414374646,M,Vermont Enhanced 911 Board
449989,372 MOOSE RUN LN,MORRISTOWN,16156-,1,2013,DEVELOPMENT SITE,-72.63543015918088,44.516010420107186,R1,Vermont Enhanced 911 Board
449984,51 MOOSE RUN LN,MORRISTOWN,12072-,1,2013,DEVELOPMENT SITE,-72.6403919361261,44.518043840509634,R2,Vermont Enhanced 911 Board
450092,2161 VT ROUTE 100,LONDONDERRY,027022-,1,2013,DEVELOPMENT SITE,-72.81708293474955,43.182017364627285,R1,Vermont Enhanced 911 Board
764736,464 REED RD,FAIRFIELD,004-0774.000,1,2022,DEVELOPMENT SITE,-72.95679909117659,44.86098857526593,M,Vermont Enhanced 911 Board
21365,272 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.2312709057001,42.88273549649976,CA,Vermont Enhanced 911 Board
21390,295 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23413034319222,42.88362044344459,CA,Vermont Enhanced 911 Board
21373,317 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23198581846897,42.88232608982102,CA,Vermont Enhanced 911 Board
21369,309 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23262009935097,42.88244902480577,CA,Vermont Enhanced 911 Board
454708,67 BOOTH RD,KILLINGTON,12843-,1,2015,DEVELOPMENT SITE,-72.7657292815801,43.61855936715932,M,Vermont Enhanced 911 Board
21374,319 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23169607714551,42.88224703254518,CA,Vermont Enhanced 911 Board
21371,313 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23236294294759,42.88242844074257,CA,Vermont Enhanced 911 Board
21389,293 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23413645490507,42.88376742750125,CA,Vermont Enhanced 911 Board
21366,303 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.232990596177,42.882468880882584,CA,Vermont Enhanced 911 Board
21368,307 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23271832454843,42.882448396192956,CA,Vermont Enhanced 911 Board
21372,315 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23219293183656,42.88239556296336,CA,Vermont Enhanced 911 Board
21386,297 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.2343848932719,42.88343796372753,CA,Vermont Enhanced 911 Board
21370,311 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23247634525009,42.882433273945885,CA,Vermont Enhanced 911 Board
21375,321 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23151706517946,42.88222794824732,CA,Vermont Enhanced 911 Board
21367,305 VILLAGE LN,BENNINGTON,08010600-,1,1998,DEVELOPMENT SITE,-73.23288474947853,42.882464000721406,CA,Vermont Enhanced 911 Board
15754,2040 DUCK POND RD,BARTON,100522098-,1,1998,DEVELOPMENT SITE,-72.1644345429866,44.720046279732905,R2,Vermont Enhanced 911 Board
342921,60 JAMES RD,MORRISTOWN,08090-,1,2011,DEVELOPMENT SITE,-72.5866304935514,44.57168324538087,C,Vermont Enhanced 911 Board
339760,623 VILLA DR,STOWE,51003-000,1,2010,DEVELOPMENT SITE,-72.74422832683842,44.471047061464326,C,Vermont Enhanced 911 Board
329972,61 COBBLE HILL LN,CHITTENDEN,0020146-,1,2008,DEVELOPMENT SITE,-72.94428427820527,43.694866382970666,R2,Vermont Enhanced 911 Board
315162,126 BENOIT LN,WILLISTON,21023.020002,1,1998,DEVELOPMENT SITE,-73.06295434101057,44.41798654848604,M,Vermont Enhanced 911 Board
333609,1469 ROARING BROOK RD,BARTON,070021425-,1,2008,DEVELOPMENT SITE,-72.21015805034179,44.73966328987009,R2,Vermont Enhanced 911 Board
331723,31 MURIE HTS,SHELDON,MAP-MA655.,1,2008,DEVELOPMENT SITE,-72.97628596161695,44.881312824830985,C,Vermont Enhanced 911 Board
331898,288 VALLEY VIEW LN,MORRISTOWN,12069-,1,1998,DEVELOPMENT SITE,-72.63311475635837,44.51930312767993,R1,Vermont Enhanced 911 Board
318225,1 KNEE BRACE LN,DOVER,VD100-,5,2007,DEVELOPMENT SITE,-72.89831755315709,42.97364521616761,O,Vermont Enhanced 911 Board
318230,5 KNEE BRACE LN,DOVER,VD100-,4,2007,DEVELOPMENT SITE,-72.8990038136075,42.9735427238104,O,Vermont Enhanced 911 Board
318234,9 KNEE BRACE LN,DOVER,VD100-,4,2007,DEVELOPMENT SITE,-72.89955037087603,42.973521158181725,O,Vermont Enhanced 911 Board
751852,0 HAMMER BEAM LOOP,DOVER,VD100-,4,2017,DEVELOPMENT SITE,-72.89923510525942,42.9738410132255,O,Vermont Enhanced 911 Board
613444,3 MEADOW VIEW LN,DOVER,PK015-,1,2016,DEVELOPMENT SITE,-72.8762877371272,42.968342455172944,R1,Vermont Enhanced 911 Board
751851,0 HAMMER BEAM LOOP,DOVER,VD100-,4,2017,DEVELOPMENT SITE,-72.89993212423619,42.973788563994084,O,Vermont Enhanced 911 Board
751562,1547 GRAVELIN RD,WEATHERSFIELD,040313-,1,2017,DEVELOPMENT SITE,-72.47226781413775,43.419889254219086,M,Vermont Enhanced 911 Board
617194,290 INDUSTRIAL PARK DR,MORRISTOWN,08077-,1,2017,DEVELOPMENT SITE,-72.59016249051014,44.57156477774181,I,Vermont Enhanced 911 Board
617613,2742 NEWARK ST,NEWARK,-05-036.500,1,2017,DEVELOPMENT SITE,-71.95214091301688,44.70826525836829,W,Vermont Enhanced 911 Board
752043,328 NORTH ST,NEW HAVEN,0237-,1,2017,DEVELOPMENT SITE,-73.15408280292438,44.12909078040914,R1,Vermont Enhanced 911 Board
753931,1151 S 116 RD,BRISTOL,090126-,1,2018,DEVELOPMENT SITE,-73.0964000125247,44.112815388081174,M,Vermont Enhanced 911 Board
754527,127 WHITE GATES LN,STOWE,30048-010,1,2018,DEVELOPMENT SITE,-72.72861006021976,44.50995872154218,R1,Vermont Enhanced 911 Board
753667,2883 NEBRASKA VALLEY RD,STOWE,06062-,1,2018,DEVELOPMENT SITE,-72.78214968606083,44.46658784372746,W,Vermont Enhanced 911 Board
759357,2967 JACKSON RD,AVERILL,010020.4A,1,2020,DEVELOPMENT SITE,-71.72124650652545,44.9616764911306,O,Vermont Enhanced 911 Board
759358,2965 JACKSON RD,AVERILL,010020.4B,1,2020,DEVELOPMENT SITE,-71.72070075817132,44.96173526694178,O,Vermont Enhanced 911 Board
762952,61 LAKESIDE AVE,BURLINGTON,053-2-028.000,1,2022,DEVELOPMENT SITE,-73.22006463152421,44.46091951036989,R1,Vermont Enhanced 911 Board
764548,97 ELMORE MOUNTAIN RD,MORRISTOWN,13074-,1,2022,DEVELOPMENT SITE,-72.55836820120498,44.54651111172721,M,Vermont Enhanced 911 Board
755308,110 GOELTZ RD,MORRISTOWN,12145-,1,2018,DEVELOPMENT SITE,-72.61706137580703,44.52341982999397,R2,Vermont Enhanced 911 Board
612098,388 SPRUCE LN,WILLISTON,10056.050004,1,2016,DEVELOPMENT SITE,-73.05453834733287,44.44641887219708,M,Vermont Enhanced 911 Board
764461,320 EASTERN AVE,BARTON,213030340-,1,2022,DEVELOPMENT SITE,-72.1692484412578,44.74859090980829,M,Vermont Enhanced 911 Board
251042,277 S MAIN ST,STOWE,01005-,1,1998,DEVELOPMENT SITE,-72.69034867475324,44.46251597624374,M,Vermont Enhanced 911 Board
452073,235 JEN BARRY LN,COLCHESTER,47-001082-0000000,1,2014,DEVELOPMENT SITE,-73.26251594443707,44.55042466476419,R1,Vermont Enhanced 911 Board
611119,633 ROSS HL,HUNTINGTON,012035-,1,2016,DEVELOPMENT SITE,-73.01615637176029,44.31128948455025,R2,Vermont Enhanced 911 Board
249960,195 ELMORE MOUNTAIN RD,STOWE,24026-,1,1998,DEVELOPMENT SITE,-72.62768960508926,44.49017340293957,R1,Vermont Enhanced 911 Board
49560,189 S CHAMPLAIN ST,BURLINGTON,049-1-042.000,1,2003,DEVELOPMENT SITE,-73.21719531273412,44.474013129576996,M,Vermont Enhanced 911 Board
765501,324 VERMONT MADE ACRES,MORRISTOWN,08057-,1,2022,DEVELOPMENT SITE,-72.56167675292072,44.57112417288011,C,Vermont Enhanced 911 Board
620687,43 STONE BRIDGE LN,HUNTINGTON,016077-,1,2020,DEVELOPMENT SITE,-72.94363581705053,44.31574361208764,R1,Vermont Enhanced 911 Board
610815,371 NINE HEARTHS DR,STOWE,04024-,1,2015,DEVELOPMENT SITE,-72.66209088039369,44.47461621471821,R2,Vermont Enhanced 911 Board
