ESITEID,PRIMARYADDRESS,TOWNNAME,PARCELNUM,UNITCOUNT,YEARBUILT,SITETYPE,GPSX,GPSY,ParcelCategory,SOURCEOFDATA
757972,1016 ELMORE ST,MORRISTOWN,24032-,1,2020,DEVELOPMENT SITE,-72.58162384125488,44.5553726061786,R1,Vermont Enhanced 911 Board
611117,371 ROSS HL,HUNTINGTON,018095-,1,2016,DEVELOPMENT SITE,-73.01475338580694,44.3078526238743,M,Vermont Enhanced 911 Board
756098,1061 ECONOMOU RD,HUNTINGTON,012065-,1,2019,DEVELOPMENT SITE,-73.0132909931927,44.31810877775652,W,Vermont Enhanced 911 Board
610816,283 NINE HEARTHS DR,STOWE,04024-,1,2015,DEVELOPMENT SITE,-72.66351697108028,44.47560472660241,R2,Vermont Enhanced 911 Board
449609,3908 MUD CITY LOOP,MORRISTOWN,11092-,1,2013,DEVELOPMENT SITE,-72.67425365238803,44.550883962469555,R2,Vermont Enhanced 911 Board
759347,112 RYDER BROOK RD,MORRISTOWN,12074-,1,2020,DEVELOPMENT SITE,-72.62609711115833,44.51597601373827,R2,Vermont Enhanced 911 Board
612355,2011 VT ROUTE 14,CRAFTSBURY,0000003350-,1,2016,DEVELOPMENT SITE,-72.38065560882063,44.6252752309957,W,Vermont Enhanced 911 Board
452546,669 WYLIE HILL RD,CRAFTSBURY,0000001380-,1,2014,DEVELOPMENT SITE,-72.38494830701528,44.67476337474118,S2,Vermont Enhanced 911 Board
751767,112 LOST NATION RD,CRAFTSBURY,0000003540-,1,2017,DEVELOPMENT SITE,-72.36934989539773,44.67643161967513,R2,Vermont Enhanced 911 Board
344509,2319 CREEK RD,CRAFTSBURY,0000004700-,1,2011,DEVELOPMENT SITE,-72.35174367077451,44.66526361454139,S2,Vermont Enhanced 911 Board
611237,219 WHETSTONE BROOK RD,CRAFTSBURY,0000000461-,1,2016,DEVELOPMENT SITE,-72.33722984954903,44.63629283296407,M,Vermont Enhanced 911 Board
763815,1986 BROWN HILL W,STARKSBORO,000C320L1E.,1,2022,DEVELOPMENT SITE,-73.00969647297931,44.24156665345105,M,Vermont Enhanced 911 Board
763816,1900 BROWN HILL W,STARKSBORO,000C320L2E.,1,2022,DEVELOPMENT SITE,-73.01155352588866,44.23875328412932,W,Vermont Enhanced 911 Board
611603,15 APPLE TREE RD,FAIRFAX,AP0002,1,2016,DEVELOPMENT SITE,-73.01619577854748,44.70745030706105,R1,Vermont Enhanced 911 Board
282,120 WHITES CAMP RD,FAIRFIELD,P08-0001.000,1,2017,DEVELOPMENT SITE,-72.9793123726582,44.85581568914626,S2,Vermont Enhanced 911 Board
752057,1220 LAMKIN ST,HIGHGATE,0021005254-,1,2017,DEVELOPMENT SITE,-73.02148290314625,44.93548942693395,MHL,Vermont Enhanced 911 Board
172947,1067 ABBOTT HILL RD,NEWARK,-10-040.000,1,1998,DEVELOPMENT SITE,-71.95473781338123,44.73246924873981,M,Vermont Enhanced 911 Board
190607,272 MAXHAM RD,POMFRET,4614-,1,1998,DEVELOPMENT SITE,-72.51725555602148,43.66824894914627,R2,Vermont Enhanced 911 Board
15711,970 RYAN RD,BARTON,020150900-,1,2004,DEVELOPMENT SITE,-72.14020815296469,44.79756616750431,M,Vermont Enhanced 911 Board
754545,480 ROBERT YOUNG RD,STARKSBORO,00000F363N.,1,2018,DEVELOPMENT SITE,-73.00780944818167,44.172452181768016,R2,Vermont Enhanced 911 Board
754544,420 ROBERT YOUNG RD,STARKSBORO,00000F363N.1,1,2018,DEVELOPMENT SITE,-73.00912550689422,44.172406404913694,R2,Vermont Enhanced 911 Board
760888,705 REILLY RD,LONDONDERRY,008005-,1,2021,DEVELOPMENT SITE,-72.84239734388478,43.24407478047338,R2,Vermont Enhanced 911 Board
172910,2471 ABBOTT HILL RD,NEWARK,-10-023.000,1,1998,DEVELOPMENT SITE,-71.95286560006917,44.75253295913278,M,Vermont Enhanced 911 Board
339754,110 VILLA DR,STOWE,51003-000,1,2010,DEVELOPMENT SITE,-72.7420094132292,44.47386522201875,C,Vermont Enhanced 911 Board
339751,33 E VILLA LN,STOWE,51003-000,1,2010,DEVELOPMENT SITE,-72.74244223980111,44.47263194867436,C,Vermont Enhanced 911 Board
339752,64 VILLA DR,STOWE,51003-000,1,2010,DEVELOPMENT SITE,-72.74076593900116,44.473096064523936,C,Vermont Enhanced 911 Board
339753,108 VILLA DR,STOWE,51003-000,1,2010,DEVELOPMENT SITE,-72.7414072389206,44.473355631011664,C,Vermont Enhanced 911 Board
760716,164 NEWARK ST,NEWARK,-05-053.000,1,2021,DEVELOPMENT SITE,-71.95109145275366,44.67077946473493,M,Vermont Enhanced 911 Board
249905,3758 MOUNTAIN RD,STOWE,25045-,1,1998,DEVELOPMENT SITE,-72.73915229161537,44.492072526953,C,Vermont Enhanced 911 Board
618314,88 RED PINE CIR,ESSEX TOWN,2072012002.,1,2018,DEVELOPMENT SITE,-73.03298036335605,44.49650329511222,I,Vermont Enhanced 911 Board
22988,77 ADDISON DR,BERLIN,00LPK-009.,1,1998,DEVELOPMENT SITE,-72.55804167119175,44.233560114960106,C,Vermont Enhanced 911 Board
23022,54 BENNINGTON DR,BERLIN,00LPK-009.,1,1998,DEVELOPMENT SITE,-72.55770602299236,44.23309800176131,C,Vermont Enhanced 911 Board
22977,66 ADDISON DR,BERLIN,00LPK-009.,1,1998,DEVELOPMENT SITE,-72.5576575562456,44.23383847085015,C,Vermont Enhanced 911 Board
22978,95 ADDISON DR,BERLIN,00LPK-009.,1,1998,DEVELOPMENT SITE,-72.55838730778545,44.23375417380736,C,Vermont Enhanced 911 Board
224561,51 ALPINE TER,KILLINGTON,10588-,1,1998,DEVELOPMENT SITE,-72.84828295585878,43.66186306842321,R1,Vermont Enhanced 911 Board
224577,434 ALPINE DR,KILLINGTON,10595-,1,1998,DEVELOPMENT SITE,-72.84736635908835,43.66141730829577,R1,Vermont Enhanced 911 Board
365463,176 S CHAMPLAIN ST,BURLINGTON,049-1-066.002,1,2023,DEVELOPMENT SITE,-73.21682596264758,44.4744295641048,C,Vermont Enhanced 911 Board
270245,2183 MAPLE ST,WALTHAM,0000042010-,1,1998,DEVELOPMENT SITE,-73.24375152508632,44.12897872886504,MHL,Vermont Enhanced 911 Board
762431,0 PEACEFUL PATH,HYDE PARK,22046020.001,1,2022,DEVELOPMENT SITE,-72.58222344381522,44.60192895596613,R2,Vermont Enhanced 911 Board
769055,340 LONG BRANCH CIR,MORRISTOWN,07028-,1,2024,DEVELOPMENT SITE,-72.63181706895008,44.55306977372523,R1,Vermont Enhanced 911 Board
769359,118 ANDERSON LN,MORRISTOWN,12129-,1,2024,DEVELOPMENT SITE,-72.61663730014492,44.54821245490809,R1,Vermont Enhanced 911 Board
769666,71 MILLER BRIDGE RD,MORRISTOWN,07012-,1,2024,DEVELOPMENT SITE,-72.61455992774087,44.55396658424227,R1,Vermont Enhanced 911 Board
449994,2285 STERLING VALLEY RD,MORRISTOWN,11028-,1,2013,DEVELOPMENT SITE,-72.68935309478015,44.52348384397164,M,Vermont Enhanced 911 Board
16396,1752 N BENNINGTON RD,BENNINGTON,22503000-,1,1998,DEVELOPMENT SITE,-73.23819340304995,42.913728301186644,M,Vermont Enhanced 911 Board
16059,3 SUNSET FARMS MHP,BENNINGTON,17503600-,1,1998,DEVELOPMENT SITE,-73.20774894101511,42.92756841898602,C,Vermont Enhanced 911 Board
19723,797 BURGESS RD,BENNINGTON,59500200-,1,1998,DEVELOPMENT SITE,-73.16093183662662,42.87693440935497,R2,Vermont Enhanced 911 Board
757081,706 MORSES LINE RD,FRANKLIN,151-4,1,2019,DEVELOPMENT SITE,-72.91766822818231,44.99477666370176,M,Vermont Enhanced 911 Board
758592,3473 N SHELDON RD,FRANKLIN,873-4,1,2020,DEVELOPMENT SITE,-72.91163353170421,44.95797056077767,R2,Vermont Enhanced 911 Board
764923,14 CATAMOUNT LN,DOVER,HI068-,1,2022,DEVELOPMENT SITE,-72.88873971436998,42.97862394983294,R1,Vermont Enhanced 911 Board
4669,1857 MAPLE HILL RD,ARLINGTON,0013-2-14-,1,1998,DEVELOPMENT SITE,-73.15587429529766,43.04878846637767,R1,Vermont Enhanced 911 Board
765519,251 S UNION ST,BURLINGTON,049-4-196.000,5,2022,DEVELOPMENT SITE,-73.20938728815638,44.473038618340766,C,Vermont Enhanced 911 Board
769958,524 FRAZIER RD,MORRISTOWN,08095-,1,2024,DEVELOPMENT SITE,-72.5781507495149,44.5726708449702,MHL,Vermont Enhanced 911 Board
141872,3035 UNDER THE MOUNTAIN RD,LONDONDERRY,036047-,1,1998,DEVELOPMENT SITE,-72.78732350172079,43.16078946832525,R2,Vermont Enhanced 911 Board
141842,2687 UNDER THE MOUNTAIN RD,LONDONDERRY,036037-,1,1998,DEVELOPMENT SITE,-72.7869115155731,43.16570661489053,R2,Vermont Enhanced 911 Board
763224,135 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10687478795384,44.45696666218727,M,Vermont Enhanced 911 Board
763177,90 BEAUDRY LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.11031781562593,44.45895893461412,M,Vermont Enhanced 911 Board
763228,127 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10701388871236,44.45694758922869,M,Vermont Enhanced 911 Board
763222,153 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10649073587462,44.456992037862584,M,Vermont Enhanced 911 Board
763233,109 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10750406312165,44.45692902877418,M,Vermont Enhanced 911 Board
763247,124 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.1069996119213,44.456532159232445,M,Vermont Enhanced 911 Board
763274,157 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10642732888068,44.45700094655962,M,Vermont Enhanced 911 Board
763190,166 BEAUDRY LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10899374845839,44.45871646152012,M,Vermont Enhanced 911 Board
763275,145 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10665593737993,44.456989493808365,M,Vermont Enhanced 911 Board
763251,92 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.107727107145,44.45647709610006,M,Vermont Enhanced 911 Board
763248,116 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10723054044249,44.45652021602737,M,Vermont Enhanced 911 Board
763232,113 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10742395218989,44.45692993092317,M,Vermont Enhanced 911 Board
763244,148 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10649789717647,44.45655982509805,M,Vermont Enhanced 911 Board
763250,100 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10759423248773,44.456487327199845,M,Vermont Enhanced 911 Board
763236,83 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10803494903085,44.45689286876482,M,Vermont Enhanced 911 Board
763252,84 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10795137515139,44.45646399714345,M,Vermont Enhanced 911 Board
763225,139 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10680031858321,44.456966581775994,M,Vermont Enhanced 911 Board
763234,101 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10764883975386,44.45691230611931,M,Vermont Enhanced 911 Board
763176,86 BEAUDRY LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.11040660862008,44.45896131744767,M,Vermont Enhanced 911 Board
763178,94 BEAUDRY LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.11023872070473,44.458961976988,M,Vermont Enhanced 911 Board
763223,149 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10655716155438,44.45698573195278,M,Vermont Enhanced 911 Board
763230,87 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10795185271897,44.456894500837016,M,Vermont Enhanced 911 Board
763188,158 BEAUDRY LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10915003163305,44.45875086833342,M,Vermont Enhanced 911 Board
763227,105 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10757678379291,44.45692054600842,M,Vermont Enhanced 911 Board
763231,117 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10734752591719,44.4569334331761,M,Vermont Enhanced 911 Board
763229,91 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10787546974072,44.45690228967303,M,Vermont Enhanced 911 Board
763235,97 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10772591585399,44.45690713260039,M,Vermont Enhanced 911 Board
763246,132 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10686670000881,44.45653881778329,M,Vermont Enhanced 911 Board
763257,90 ALPINE DR,WILLISTON,08102.028000,66,2022,DEVELOPMENT SITE,-73.11016749330011,44.45649623034717,M,Vermont Enhanced 911 Board
763218,395 BEAUDRY LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10576380900002,44.45742449747206,M,Vermont Enhanced 911 Board
763253,76 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10809429612804,44.456460855042096,M,Vermont Enhanced 911 Board
763249,108 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10736670274356,44.4565063959676,M,Vermont Enhanced 911 Board
763226,131 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10694624112455,44.45696414062468,M,Vermont Enhanced 911 Board
763245,140 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10663075862948,44.45654840561044,M,Vermont Enhanced 911 Board
763256,92 ALPINE DR,WILLISTON,08102.028000,66,2022,DEVELOPMENT SITE,-73.10918426217584,44.45705508911428,M,Vermont Enhanced 911 Board
763273,226 ALPINE DR,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10739458788383,44.45727225423439,M,Vermont Enhanced 911 Board
763237,79 EDEN LN,WILLISTON,08102.028000,1,2022,DEVELOPMENT SITE,-73.10810871410642,44.45688914263399,M,Vermont Enhanced 911 Board
612756,92 TRUMPASS RD,WESTFIELD,08-026-03.1,1,2016,DEVELOPMENT SITE,-72.46162440157316,44.84666025312181,M,Vermont Enhanced 911 Board
750822,582 SWAMP RD,SHELDON,SWA-00582.,1,2016,DEVELOPMENT SITE,-72.86072358082117,44.880461034782776,R1,Vermont Enhanced 911 Board
454910,580 FOREST LAKE RD,AVERILL,40000.1,1,2015,DEVELOPMENT SITE,-71.69825450763992,44.99615093013368,C,Vermont Enhanced 911 Board
770605,521 VT ROUTE 7A,ARLINGTON,0009-2-13-2,1,2024,DEVELOPMENT SITE,-73.17969154849109,43.03497792476675,R1,Vermont Enhanced 911 Board
700024,280 CONWAY RD,STARKSBORO,000E428L1S.,1,2020,DEVELOPMENT SITE,-72.99109861103308,44.19655795724505,W,Vermont Enhanced 911 Board
759209,28 CAROLINE CT,WILLISTON, ,1,2020,DEVELOPMENT SITE,-73.09737804227802,44.46291047687836,R1,Vermont Enhanced 911 Board
759208,22 CAROLINE CT,WILLISTON, ,1,2020,DEVELOPMENT SITE,-73.09732085534206,44.462972740138746,R1,Vermont Enhanced 911 Board
16076,12 EAST MOUNTAIN MHP,BENNINGTON,06010501-,1,1998,DEVELOPMENT SITE,-73.1772947907806,42.92687783314087,C,Vermont Enhanced 911 Board
16770,27 EMMA ST,BENNINGTON,36501100-,1,1998,DEVELOPMENT SITE,-73.20868910692832,42.90098214273501,C,Vermont Enhanced 911 Board
618235,261 CHATOT RD,CABOT, ,1,2018,DEVELOPMENT SITE,-72.23060588584651,44.40701187901166,R2,Vermont Enhanced 911 Board
335198,112 FALL LINE DR,WARREN, ,1,2008,DEVELOPMENT SITE,-72.88784605701368,44.12847613566705,R2,Vermont Enhanced 911 Board
768115,102 NICHOLAS LN,BARRE TOWN,039/003.00,1,2023,DEVELOPMENT SITE,-72.5170841343325,44.212670535792526,C,Vermont Enhanced 911 Board
611680,114 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.15885747838162,44.44048577974872,O,Vermont Enhanced 911 Board
611672,44 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.15906665231843,44.441181165467285,O,Vermont Enhanced 911 Board
762388,119 SKYHAWK LN,WEST WINDSOR, ,1,2022,DEVELOPMENT SITE,-72.47011362933755,43.462621585914036,M,Vermont Enhanced 911 Board
765247,0 TIMBER CREEK RD,LUDLOW, ,1,2022,DEVELOPMENT SITE,-72.73080441949294,43.39315132962749,M,Vermont Enhanced 911 Board
752593,243 MEADOW BROOK DR,STARKSBORO,0000F4171W.1,1,2017,DEVELOPMENT SITE,-72.98389207759983,44.178365531554604,M,Vermont Enhanced 911 Board
66530,1018 VT ROUTE 11 E,CHESTER, ,1,1998,DEVELOPMENT SITE,-72.57352985819999,43.26766125770974,C,Vermont Enhanced 911 Board
752591,156 MEADOW BROOK DR,STARKSBORO,0000F4171W.3,1,2017,DEVELOPMENT SITE,-72.981906223258,44.17905496014751,M,Vermont Enhanced 911 Board
767498,403 DURGIN HILL RD,VERSHIRE,02-89.000,1,2023,DEVELOPMENT SITE,-72.33389755473456,43.97909180225665,C,Vermont Enhanced 911 Board
758892,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09385396873915,44.64124881100813,M,Vermont Enhanced 911 Board
81369,2763 JOES BROOK RD,DANVILLE, ,1,1998,DEVELOPMENT SITE,-72.0924026559381,44.37920111599128,R2,Vermont Enhanced 911 Board
758884,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09461201255874,44.64118236370157,M,Vermont Enhanced 911 Board
758660,300 PARKVIEW PL,CHARLOTTE,00026-0100.,1,2020,DEVELOPMENT SITE,-73.21814617317024,44.28396023733197,R2,Vermont Enhanced 911 Board
611677,70 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.15904955685373,44.44084314406299,O,Vermont Enhanced 911 Board
758353,279 DEERFIELD HILLS RD,MORRISTOWN, ,1,2020,DEVELOPMENT SITE,-72.66088725790597,44.575180986944275,M,Vermont Enhanced 911 Board
758900,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09286913819226,44.641560486628606,M,Vermont Enhanced 911 Board
752320,252 WEST ST,RUTLAND CITY, ,1,2017,DEVELOPMENT SITE,-72.9856935585977,43.606855878643664,C,Vermont Enhanced 911 Board
611673,48 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.15905260833718,44.441114575365944,O,Vermont Enhanced 911 Board
758885,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.0944327320168,44.64118032093821,M,Vermont Enhanced 911 Board
310960,52 TWIN BROOKS LN,ARLINGTON, ,1,2006,DEVELOPMENT SITE,-73.15832274159358,43.06509535893162,R1,Vermont Enhanced 911 Board
767488,705 ROBERTS RD,WEATHERSFIELD,090213-,1,2023,DEVELOPMENT SITE,-72.42256159885103,43.36557276661411,M,Vermont Enhanced 911 Board
761806,1686 W HILL RD,STOWE,18044-,1,2021,DEVELOPMENT SITE,-72.6832661549525,44.49277587410363,R2,Vermont Enhanced 911 Board
756691,245 CAMBRIAN WAY,BURLINGTON, ,1,2019,DEVELOPMENT SITE,-73.23074510407145,44.49092939249546,CA,Vermont Enhanced 911 Board
758893,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09385232926927,44.641088098166236,M,Vermont Enhanced 911 Board
449988,290 MOOSE RUN LN,MORRISTOWN, ,1,2013,DEVELOPMENT SITE,-72.63783344548739,44.51432952335508,R2,Vermont Enhanced 911 Board
758897,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09304908423616,44.64080952320756,M,Vermont Enhanced 911 Board
754471,1565 LAKEVIEW DR,NORTH HERO, ,1,2018,DEVELOPMENT SITE,-73.25115271566564,44.87783575710745,R2,Vermont Enhanced 911 Board
758896,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09314414227899,44.64072866931465,M,Vermont Enhanced 911 Board
756689,145 CAMBRIAN WAY,BURLINGTON, ,1,2019,DEVELOPMENT SITE,-73.22995168821161,44.48972486401915,CA,Vermont Enhanced 911 Board
617184,7 FAIRWOOD HTS,MORRISTOWN, ,1,2017,DEVELOPMENT SITE,-72.58071660719091,44.55557354408885,R1,Vermont Enhanced 911 Board
611678,76 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.15901562741159,44.44078143034066,O,Vermont Enhanced 911 Board
767489,703 ROBERTS RD,WEATHERSFIELD,090213-,1,2023,DEVELOPMENT SITE,-72.42175693407499,43.36489976026246,M,Vermont Enhanced 911 Board
758891,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09407140363248,44.64131315842073,M,Vermont Enhanced 911 Board
611681,118 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.15896385481027,44.440487547337234,O,Vermont Enhanced 911 Board
758887,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09415230024203,44.64188716513424,M,Vermont Enhanced 911 Board
611674,54 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.15904531993147,44.441057469573,O,Vermont Enhanced 911 Board
449986,200 MOOSE RUN LN,MORRISTOWN, ,1,2013,DEVELOPMENT SITE,-72.63891911782432,44.51467108576208,R2,Vermont Enhanced 911 Board
762805,1300 HARRINGTON RD,BENNINGTON,04010100-,1,2022,DEVELOPMENT SITE,-73.2678907843794,42.92856904835974,R2,Vermont Enhanced 911 Board
756690,275 CAMBRIAN WAY,BURLINGTON, ,1,2019,DEVELOPMENT SITE,-73.23100715463661,44.49060388513102,CA,Vermont Enhanced 911 Board
758899,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.0928473852588,44.64147131030708,M,Vermont Enhanced 911 Board
611682,126 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.15904198077911,44.440489477839265,O,Vermont Enhanced 911 Board
758895,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.0934397630897,44.64110214863593,M,Vermont Enhanced 911 Board
764551,5507 VT ROUTE 122,SHEFFIELD, ,1,2022,DEVELOPMENT SITE,-72.13848451469332,44.631366914337995,R2,Vermont Enhanced 911 Board
758586,468 FOOTE FARM RD,CORNWALL, ,1,2020,DEVELOPMENT SITE,-73.24470828523124,43.98868284813917,R1,Vermont Enhanced 911 Board
758661,301 PARKVIEW PL,CHARLOTTE,00026-0100.,1,2020,DEVELOPMENT SITE,-73.21854461260857,44.28457403889315,R2,Vermont Enhanced 911 Board
611676,64 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.15907678686877,44.44090013388758,O,Vermont Enhanced 911 Board
761195,720 PLANK RD,WALTHAM, ,1,2021,DEVELOPMENT SITE,-73.22223707383341,44.157922160078215,M,Vermont Enhanced 911 Board
325305,2 IVY LN,WESTFORD, ,1,1998,DEVELOPMENT SITE,-73.02540215506517,44.63443992490248,R2,Vermont Enhanced 911 Board
239192,79 BANK ST,SAINT ALBANS CITY, ,1,2003,DEVELOPMENT SITE,-73.0770566732709,44.812602448857334,R1,Vermont Enhanced 911 Board
763712,0 WOODSMAN RD,DOVER, ,1,2022,DEVELOPMENT SITE,-72.81425977509329,42.941175065765535,R2,Vermont Enhanced 911 Board
760428,0 WOODS LN,HIGHGATE, ,1,2021,DEVELOPMENT SITE,-73.02955770265312,44.939834412750486,M,Vermont Enhanced 911 Board
761736,502 ELBOW RD,KILLINGTON,13278-,1,2021,DEVELOPMENT SITE,-72.83702672426787,43.705048895909016,CA,Vermont Enhanced 911 Board
758890,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09368906702908,44.64183897698773,M,Vermont Enhanced 911 Board
42754,361 WASHBURN RD,BURKE, ,1,1998,DEVELOPMENT SITE,-71.88336737064547,44.601844092136304,R2,Vermont Enhanced 911 Board
761808,1600 W HILL RD,STOWE,18044-,1,2021,DEVELOPMENT SITE,-72.68212076130933,44.49169212859793,R2,Vermont Enhanced 911 Board
758886,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09421992235582,44.64116059342145,M,Vermont Enhanced 911 Board
758889,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09368812609003,44.64174671570257,M,Vermont Enhanced 911 Board
758898,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09292563429456,44.64096790862413,M,Vermont Enhanced 911 Board
756693,300 CAMBRIAN WAY,BURLINGTON, ,1,2019,DEVELOPMENT SITE,-73.22946778130546,44.49146616329662,CA,Vermont Enhanced 911 Board
617185,63 FAIRWOOD HTS,MORRISTOWN, ,1,2017,DEVELOPMENT SITE,-72.58060884567425,44.555912924507346,R1,Vermont Enhanced 911 Board
620131,0 KADENCE CIR,WILLISTON, ,1,2019,DEVELOPMENT SITE,-73.08620039415771,44.4497690809799,R1,Vermont Enhanced 911 Board
761805,1744 W HILL RD,STOWE,18044-,1,2021,DEVELOPMENT SITE,-72.68379408618806,44.4936626738228,R2,Vermont Enhanced 911 Board
611684,130 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.1591134461985,44.44049025608797,O,Vermont Enhanced 911 Board
656000,49 MORGAN LN,MORRISTOWN,16026-,1,2024,DEVELOPMENT SITE,-72.6323066722044,44.49916849117812,R2,Vermont Enhanced 911 Board
756696,395 NORTH AVE,BURLINGTON, ,1,2019,DEVELOPMENT SITE,-73.22855235205488,44.491681543971815,CA,Vermont Enhanced 911 Board
758888,0 HUNTING RIDGE LN,MILTON, ,1,2020,DEVELOPMENT SITE,-73.09416562643099,44.64196745602771,M,Vermont Enhanced 911 Board
317670,14 EARLNITA LN,SWANTON, ,1,2007,DEVELOPMENT SITE,-73.07773433654691,44.86065827622579,R2,Vermont Enhanced 911 Board
758662,135 PARKVIEW PL,CHARLOTTE,00026-0100.,1,2020,DEVELOPMENT SITE,-73.22190215717804,44.28419061139127,M,Vermont Enhanced 911 Board
611675,62 RYE CIR,SOUTH BURLINGTON, ,1,2016,DEVELOPMENT SITE,-73.15903813736863,44.44100988915979,O,Vermont Enhanced 911 Board
