ESITEID,TOWNNAME,COUNTY,RPC,SITETYPE,Sitetype_General,UNITCOUNT,YEARBUILT,AFFORDABLE,GPSX,GPSY,PRIMARYADDRESS,ZIP,SOURCEOFDATA,CHANGE
765998,UNDERHILL,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,MARKET,-72.93966004308129,44.52627155012009,4 MINS LN,05489,CCRPC,
656576,BARNARD,Windsor County,Two Rivers-Ottauquechee RC,CAMP,OTHER RESIDENTIAL,1,2026,UNKNOWN,-72.59505130422282,43.76721151758043,0 OLD STAGE COACH RD,05068,Vermont Enhanced 911 Board,
365147,RANDOLPH,Orange County,Two Rivers-Ottauquechee RC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2025,UNKNOWN,-72.67029249067124,43.92371393731165,282 SALISBURY ST,05060,Vermont Enhanced 911 Board,
332714,WALDEN,Caledonia County,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.20755899684616,44.504454012874454,2945 COLES POND RD,05836,Vermont Enhanced 911 Board,
772962,CHESTER,Windsor County,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2026,UNKNOWN,-72.57704390084908,43.32445682197187,508 MATTSON RD,05143,Vermont Enhanced 911 Board,
327420,SAINT JOHNSBURY,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.00159694174893,44.48311652937944,125 DEER CREEK LN,05819,Vermont Enhanced 911 Board,
656554,GEORGIA,Franklin County,Northwest RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,4,2025,UNKNOWN,-73.10729265498217,44.686312033264045,142 GUILDER LN,05468,Vermont Enhanced 911 Board,
344364,WESTFIELD,ORLEANS,Northeastern Vermont Dev. Assoc.,CAMP,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.4649029647721,44.846963350972416,2482 BUCK HILL RD,05874,Vermont Enhanced 911 Board,
656591,SHELDON,Franklin County,Northwest RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2026,UNKNOWN,-72.96630453470067,44.90280840775154,3281 VT ROUTE 105,05483,Vermont Enhanced 911 Board,
768822,UNDERHILL,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,MARKET,-72.91740754316369,44.599209979415505,516 POKER HILL RD,05489,CCRPC,
767635,UNDERHILL,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,MARKET,-72.93424791388277,44.55089680997138,147 POKER HILL RD,05489,CCRPC,
772945,WILLIAMSTOWN,Orange County,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.51709627307041,44.092435970172644,183 LILAS WAY,05679,Vermont Enhanced 911 Board,
768520,JERICHO,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2024,MARKET,-72.95782607427667,44.52761396507206,72 ALPINE DR,05465,CCRPC,
766046,UNDERHILL,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,MARKET,-72.91574136959882,44.518528801533286,13 ROMAR DR,05489,CCRPC,
772932,SHREWSBURY,Rutland County,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.91700310944027,43.486947832385844,70 GRIFFIN WAY,05738,Vermont Enhanced 911 Board,
313902,BENNINGTON,BENNINGTON,Bennington County RC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.17866981077017,42.885403551443865,26 ETHANS WAY,05201,Vermont Enhanced 911 Board,
656544,GEORGIA,Franklin County,Northwest RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,4,2025,UNKNOWN,-73.10818186188183,44.68721868898515,105 GUILDER LN,05468,Vermont Enhanced 911 Board,
8231,BARRE CITY,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-72.50347411656242,44.20526267069918,3 BANK ST,05641,Vermont Enhanced 911 Board,
770230,RUTLAND TOWN,Rutland County,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.98975776948326,43.638032787599215,873 MCKINLEY AVE,05701,Vermont Enhanced 911 Board,
332299,WINHALL,BENNINGTON,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.86626602385671,43.152772590301495,8 WALL ST,05340,Vermont Enhanced 911 Board,
772942,MONTPELIER,Washington County,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.56742744391838,44.258516281082706,20 MARVIN ST,05602,Vermont Enhanced 911 Board,
752491,ESSEX TOWN,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,,MARKET,-73.09356604936605,44.50111367176781,16 WASHINGTON CIR,05452,CCRPC,
180133,NORTHFIELD,WASHINGTON,Central Vermont RPC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.65218353400121,44.167747496462766,20 FIRST ST,05664,Vermont Enhanced 911 Board,
772926,CHESTER,Windsor County,Mount Ascutney RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.59492067037321,43.262737442215794,17 GRAFTON RD,05143,Vermont Enhanced 911 Board,
247047,SAINT JOHNSBURY,CALEDONIA,Northeastern Vermont Dev. Assoc.,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.01118469244555,44.46384429874444,8 FOURTH ST,05819,Vermont Enhanced 911 Board,
180129,NORTHFIELD,WASHINGTON,Central Vermont RPC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-72.65233733562522,44.16780771723526,30 FIRST ST,05664,Vermont Enhanced 911 Board,
326829,WALDEN,CALEDONIA,Northeastern Vermont Dev. Assoc.,CAMP,OTHER RESIDENTIAL,1,2024,UNKNOWN,-72.21266183522154,44.50705568382926,284 EASTERN AVE,05836,Vermont Enhanced 911 Board,
180128,NORTHFIELD,WASHINGTON,Central Vermont RPC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-72.65138175483438,44.168026111566526,95 FALLS MOBILE HOMES,05663,Vermont Enhanced 911 Board,
451138,SOUTH HERO,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.31934539585717,44.65568619367841,99 PHOEBE LN,05486,Vermont Enhanced 911 Board,
656532,MENDON,Rutland County,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.93403576414478,43.618280610668684,139 WHITE PINE HL,05701,Vermont Enhanced 911 Board,
131279,HUNTINGTON,CHITTENDEN,Chittenden County RPC,,OTHER RESIDENTIAL,1,2024,MARKET,-72.98775436646697,44.32286431008716,140 EAST ST,05462,CCRPC,
311809,WEST WINDSOR,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-72.48026066220135,43.462664340271125,306 HARRINGTON RD,05037,Vermont Enhanced 911 Board,
761313,WESTFORD,CHITTENDEN,Chittenden County RPC,,OTHER RESIDENTIAL,,2024,UNKNOWN,-72.95727603439656,44.57027653090476,108 REPA RD,05489,TOWN OF WESTFORD,
761313,WESTFORD,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,MARKET,-72.95867614750189,44.57066489547039,108 REPA RD,05489,TOWN OF WESTFORD,
656529,RUTLAND TOWN,Rutland County,Rutland Regional PC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.98989371841768,43.640719750911025,0 MCKINLEY AVE,05701,Vermont Enhanced 911 Board,
765758,BURLINGTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2024,MARKET,-73.20243051388957,44.48629368098569,0 N PROSPECT ST,05401,CCRPC,
306383,SAINT ALBANS TOWN,FRANKLIN,Northwest RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.06518187049103,44.83425593623464,127 SUNRISE DR,05478,Vermont Enhanced 911 Board,
180139,NORTHFIELD,WASHINGTON,Central Vermont RPC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.65202331480859,44.1676902765105,12 FIRST ST,05664,Vermont Enhanced 911 Board,
98394,ESSEX JUNCTION CITY,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,3,2025,MARKET,-73.10726651044729,44.491687143253195,4 CHURCH ST,05452,CITY OF ESSEX JUNCTION,
99351,ESSEX JUNCTION CITY,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,6,2025,MARKET,-73.11034569609716,44.48777208822624,1 JACKSON ST,05452,CITY OF ESSEX JUNCTION,
656550,GEORGIA,Franklin County,Northwest RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,4,2025,UNKNOWN,-73.10823152125045,44.68651266091668,94 GUILDER LN,05468,Vermont Enhanced 911 Board,
754181,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,46,2025,UNKNOWN,-73.17659040748353,44.46371437643699,200 GARDEN ST,05403,CITY OF SOUTH BURLINGTON,
617903,JERICHO,CHITTENDEN,Chittenden County RPC,,OTHER RESIDENTIAL,,2024,MARKET,-72.96715602266232,44.50366968242509,39 BLACK WALNUT LN,05465,CCRPC,
762517,MENDON,Rutland County,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.92597145820628,43.64987749460957,261 OLD STOCKBRIDGE PATH,05701,Vermont Enhanced 911 Board,
656590,BARNARD,Windsor County,Two Rivers-Ottauquechee RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2026,UNKNOWN,-72.5743467017601,43.693360674380855,0 STAGE RD,05067,Vermont Enhanced 911 Board,
337712,SAINT ALBANS TOWN,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.06456093472438,44.83344608582248,1058 FRANKLIN PARK W,05478,Vermont Enhanced 911 Board,
99381,ESSEX JUNCTION CITY,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,MARKET,-73.11091633606497,44.48770128912865,36 PARK ST,05452,CITY OF ESSEX JUNCTION,
656585,BRANDON,Rutland County,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2026,UNKNOWN,-73.09284287846722,43.812047300647926,884 PROSPECT ST,05733,Vermont Enhanced 911 Board,
769947,BURLINGTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.24145598292222,44.50577756775555,90 ETHAN ALLEN PKWY,05408,CCRPC,
175923,NEWPORT CITY,ORLEANS,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-72.20868725649822,44.95922582750986,233 SPRUCE ST,05855,Vermont Enhanced 911 Board,
767626,SHELBURNE,CHITTENDEN,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2024,UNKNOWN,-73.18187179430282,44.36742586506369,0 DORSET ST,05482,Vermont Enhanced 911 Board,
768897,COLCHESTER,CHITTENDEN,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2024,UNKNOWN,-73.28487230224444,44.542650756648676,288 BROADLAKE RD,05446,Vermont Enhanced 911 Board,
767561,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.21250104936328,44.3627584502178,177 CLOVERFIELD LN,05482,Vermont Enhanced 911 Board,EXCLUDE
656080,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.24473277978046,44.545626577391644,102 BARNABAS CT,05446,Vermont Enhanced 911 Board,
771095,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,16,2025,UNKNOWN,-73.16867643543242,44.4547854758311,100 KENNEDY DR,05403,Vermont Enhanced 911 Board,
765434,HINESBURG,Chittenden County,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.13312559527175,44.33127930200273,212 LEAVENSWORTH RD,05461,Vermont Enhanced 911 Board,
766980,JERICHO,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2024,UNKNOWN,-72.9597572830029,44.48586600995778,60 ORIOLE ORCHARD LN,05465,Vermont Enhanced 911 Board,
365462,BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.21699904752327,44.476572430653384,114 S CHAMPLAIN ST,05401,Vermont Enhanced 911 Board,
656076,COLCHESTER,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.24389882331906,44.54492151793053,217 BARNABAS CT,05446,Vermont Enhanced 911 Board,
769810,RICHMOND,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-72.99132307891456,44.403786163488626,114 E MAIN ST,05477,Vermont Enhanced 911 Board,
766006,UNDERHILL,CHITTENDEN,Chittenden County RPC,CAMP,OTHER RESIDENTIAL,1,2024,UNKNOWN,-72.87646706475071,44.54890321722246,49 FULLER RD,05489,Vermont Enhanced 911 Board,
758878,MILTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.0963042263779,44.63581640745983,445 HORSESHOE CIR,05468,Vermont Enhanced 911 Board,
771814,BURLINGTON,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2025,UNKNOWN,-73.24338114389376,44.51549180578195,26 FAITH ST,05408,Vermont Enhanced 911 Board,
769522,WESTFORD,CHITTENDEN,Chittenden County RPC,CAMP,OTHER RESIDENTIAL,1,2024,UNKNOWN,-72.97268191076759,44.57801630460684,322 GOODRICH TRL,05494,Vermont Enhanced 911 Board,
769020,ESSEX TOWN,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.07135748826124,44.52817344946752,57 RAINY VIEW LN,05452,Vermont Enhanced 911 Board,
761668,COLCHESTER,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2025,UNKNOWN,-73.1667246869432,44.52442454460337,118 DYLAN AVE,05446,Vermont Enhanced 911 Board,
768350,MILTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.15809048348868,44.598471943799666,190 SWEENEY FARM RD,05468,Vermont Enhanced 911 Board,
768044,WINOOSKI,CHITTENDEN,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2024,UNKNOWN,-73.19563179110024,44.493686125759545,56 WEST ST,05404,Vermont Enhanced 911 Board,
655804,JERICHO,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-72.95457229220132,44.50285944810856,26 CORYS LN,05465,Vermont Enhanced 911 Board,
767349,WINOOSKI,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.19485649317275,44.491429442204804,207 W ALLEN ST,05404,Vermont Enhanced 911 Board,
771518,WINOOSKI,CHITTENDEN,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-73.19335360712796,44.49347113750552,76 HICKOK ST,05404,Vermont Enhanced 911 Board,
767458,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,47,2024,UNKNOWN,-73.15645816436638,44.45755616207426,442 OBRIEN FARM RD,05403,Vermont Enhanced 911 Board,
769842,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.2148446567761,44.48728205745092,86 LAFOUNTAIN ST,05401,Vermont Enhanced 911 Board,
752384,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2025,UNKNOWN,-73.18829012585879,44.43878471281213,59 HALCYON LN,05403,Vermont Enhanced 911 Board,
772378,RICHMOND,CHITTENDEN,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-73.01407007234798,44.371599310792426,1876 HILLVIEW RD,05477,Vermont Enhanced 911 Board,
766222,ESSEX TOWN,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.12738006309642,44.51201218499861,32 SERENE PL,05452,Vermont Enhanced 911 Board,
365458,HUNTINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-72.96759006318645,44.245736395687736,396 BEANE RD,05462,Vermont Enhanced 911 Board,
772116,MILTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.11696992475568,44.61730727046658,24 HOBBS RD,05468,Vermont Enhanced 911 Board,
770014,JERICHO,CHITTENDEN,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2024,UNKNOWN,-72.93979823457809,44.44321575889876,63 SNIPE ISLAND RD,05465,Vermont Enhanced 911 Board,
771133,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2025,UNKNOWN,-73.24730482560514,44.50924546794395,1230 NORTH AVE,05408,Vermont Enhanced 911 Board,
766229,ESSEX TOWN,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.12738316139732,44.51256309292002,24 WILSONS END PL,05452,Vermont Enhanced 911 Board,
770957,MILTON,CHITTENDEN,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-73.1651222480507,44.685793406194946,198 HIBBARD RD,05468,Vermont Enhanced 911 Board,
769485,WESTFORD,CHITTENDEN,Chittenden County RPC,CAMP,OTHER RESIDENTIAL,1,2024,UNKNOWN,-72.98479564652536,44.56401023584181,661 OSGOOD HILL RD,05494,Vermont Enhanced 911 Board,
766221,ESSEX TOWN,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.12745667105425,44.51201890788837,28 SERENE PL,05452,Vermont Enhanced 911 Board,
655975,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.21168990545382,44.46643757837844,32 CATHERINE ST,05401,Vermont Enhanced 911 Board,
766630,CHARLOTTE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.16391424878493,44.34348511439115,70 N PASTURE LN,05445,Vermont Enhanced 911 Board,
365501,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.21839527407387,44.370325727160846,1058 FALLS RD,05482,Vermont Enhanced 911 Board,
365483,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2024,UNKNOWN,-73.2100345380296,44.469536010873874,362 S WINOOSKI AVE,05401,Vermont Enhanced 911 Board,
768033,HINESBURG,CHITTENDEN,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2024,UNKNOWN,-73.0983560945317,44.36832549209233,451 DYNAMITE HILL RD,05461,Vermont Enhanced 911 Board,
769837,BURLINGTON,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.25699141383545,44.51930635253286,3 SAINT FRANCIS PARK,05408,Vermont Enhanced 911 Board,
769453,WESTFORD,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.04244174769701,44.617096591393356,1515 OLD STAGE RD,05494,Vermont Enhanced 911 Board,
766130,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,6,2024,UNKNOWN,-73.18967933115961,44.475361748859335,1 CENTENNIAL CT,05401,Vermont Enhanced 911 Board,
769738,RICHMOND,Chittenden County,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2024,UNKNOWN,-73.01202951109218,44.4122610366081,826 JOHNNIE BROOK RD,05477,Vermont Enhanced 911 Board,
766212,ESSEX TOWN,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.1273273154383,44.51174817286351,46 SERENE PL,05452,Vermont Enhanced 911 Board,
617438,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.18756044481815,44.4167156842825,33 STAFFORD ST,05403,Vermont Enhanced 911 Board,
754170,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,COMMERCIAL W/RESIDENCE,OTHER RESIDENTIAL,1,2025,UNKNOWN,-73.17629826624787,44.464641840465006,267 MARKET ST,05403,Vermont Enhanced 911 Board,
770027,SHELBURNE,CHITTENDEN,Chittenden County RPC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.20107659405535,44.38872121865867,10 NASHVILLE RD,05482,Vermont Enhanced 911 Board,EXCLUDE
766978,JERICHO,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-72.95917401170645,44.486010414537944,9 ORIOLE ORCHARD LN,05465,Vermont Enhanced 911 Board,
655803,JERICHO,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-72.96029910476526,44.49831289685656,381 CARTERS WAY,05465,Vermont Enhanced 911 Board,
766976,JERICHO,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-72.95966484443161,44.48638399737888,30 ORIOLE ORCHARD LN,05465,Vermont Enhanced 911 Board,
656093,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.24351081714853,44.54574885693198,171 BARNABAS CT,05446,Vermont Enhanced 911 Board,
766044,UNDERHILL,CHITTENDEN,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2024,UNKNOWN,-72.87768121946546,44.52464443012972,186 PLEASANT VALLEY RD,05489,Vermont Enhanced 911 Board,
772502,WINOOSKI,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2025,UNKNOWN,-73.18182760094219,44.49453790515804,9 GABES WAY,05404,Vermont Enhanced 911 Board,
771062,MILTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.1284194558092,44.67920826538525,12 MURRAY AVE,05468,Vermont Enhanced 911 Board,
617450,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.18812943484168,44.417230274815104,306 MIDLAND AVE,05403,Vermont Enhanced 911 Board,
656319,HINESBURG,Chittenden County,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-73.1189748262794,44.34678500125766,67 COTTAGE RD,05461,Vermont Enhanced 911 Board,
767246,BURLINGTON,CHITTENDEN,Chittenden County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2024,UNKNOWN,-73.20792409355622,44.47005028039912,364 S UNION ST,05401,Vermont Enhanced 911 Board,
765987,UNDERHILL,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-72.8920055461896,44.505104134079126,4 ACER RDG,05489,Vermont Enhanced 911 Board,
768558,SHELBURNE,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.22123630394783,44.371398253655144,905 FALLS RD,05482,Vermont Enhanced 911 Board,
771561,WESTFORD,CHITTENDEN,Chittenden County RPC,CAMP,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.95515292963306,44.63100790227926,0 MAIN ST,05494,Vermont Enhanced 911 Board,
769019,ESSEX TOWN,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2024,UNKNOWN,-72.99603724368508,44.52171345099554,58 OWLS WOODS,05452,Vermont Enhanced 911 Board,
769027,ESSEX TOWN,CHITTENDEN,Chittenden County RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.11830731474089,44.50447248268369,5 WESCHESTER CIR,05452,Vermont Enhanced 911 Board,
751477,WILLISTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.10719641947871,44.44962577768,281 HOLLAND LN,05495,Vermont Enhanced 911 Board,
769489,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2024,UNKNOWN,-73.21108026669228,44.48074950353048,6 1/2 N WINOOSKI AVE,05401,Vermont Enhanced 911 Board,
771189,WINOOSKI,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,3,2025,UNKNOWN,-73.18159900633643,44.49490758497237,12 FRANKLIN ST,05404,Vermont Enhanced 911 Board,
758873,MILTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.09686526028038,44.634837247937824,371 HORSESHOE CIR,05468,Vermont Enhanced 911 Board,
