ESITEID,TOWNNAME,COUNTY,RPC,SITETYPE,Sitetype_General,UNITCOUNT,YEARBUILT,AFFORDABLE,GPSX,GPSY,PRIMARYADDRESS,ZIP,SOURCEOFDATA,CHANGE
,UNDERHILL,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.92277046495414,44.55085355613533,95 UPPER ENGLISH SETTLEMENT ROAD,5489,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.22143775673244,44.399852280178514,157 MAPLE LEAF LANE,5482,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.20265707625828,44.39622786907197,309 ELMORE STREET,5482,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.09885499995264,44.30186999989259,293 MEAD FARM RD,05461,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2021,UNKNOWN,-73.10099057823291,44.32448396858059,33 CLOVER LN,5454,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.15473813428017,44.42028585216444,1865 HINESBURG ROAD,05403,CCRPC,
,ST. GEORGE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.12914732071678,44.394350541305805,BREEZY VALLEY LANE,05495,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.17529877847038,44.43522578371594,8 MEDALIST DRIVE,5403,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.20878695861177,44.530371173479764,60 LOMARTIRE DR,05446,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.16154693923131,44.44087874450734,279 RYE CIRCLE,05403,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2023,UNKNOWN,-73.16318249989939,44.47020599970997,82 SUBURBAN SQUARE,5403,CCRPC,
,WINOOSKI,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2021,UNKNOWN,-73.18273917019546,44.4960050301685,58 LAFOUNTAIN STREET,5404,CCRPC,
,JERICHO,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.97098465143004,44.50001869314591,116 BLUEBERRY LANE,5464,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2023,UNKNOWN,-73.16504550019361,44.54980199964996,31 FLORENCE LN,05446,CCRPC,
,RICHMOND,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,2,2020,UNKNOWN,-73.02919759817756,44.39018119747528,365 BEAR CREEK RD,05477,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.15760476161913,44.45547949138309,181 TWO BROTHERS DRVE,05403,CCRPC,
,BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.26386958001541,44.52001341152391,1899 NORTH AVENUE,05401,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.19865600062194,44.42758200032713,19 PHEASANT WAY,5403,CCRPC,
,HUNTINGTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-72.96977619558375,44.299583505999784,4582 MAIN RD, ,CCRPC,
,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.21850929974849,44.480455079998606,10 PEARL ST,05401,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.1713894883618,44.45674252920329,15 DEANE STREET,5403,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.1659184996428,44.46429300006685,52 HAYDEN PARKWAY,5403,CCRPC,
,WESTFORD,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.0525049993745,44.57579400005096,175 SAP LINE DRIVE,05494,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.21209389591338,44.53370898937765,210 ANNAS COURT,05446,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.16042400038356,44.422839000341355,31 RUSSETT ROAD,5403,CCRPC,
,WINOOSKI,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,33,2022,UNKNOWN,-73.17795811144671,44.492993994729076,10 MANSEAU STREET,5404,"CCRPC, DoARH",
,UNDERHILL,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-72.86798250018109,44.58323700035588,625 PLEASANT VALLEY RD,05489,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.20250229424829,44.39815686855542,154 CASPIAN LANE,5482,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.15902770716706,44.45526590766718,251 O'BRIEN FARM ROAD,05403,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.20045317186558,44.423331332123496,51 HAYMAKER LANE,5403,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,3,2023,UNKNOWN,-73.13235750006575,44.509895999854784,3 KELLOGG RD,05452,CCRPC,
,WINOOSKI,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.1942779330354,44.49899059301057,89 SHEPHARD ST,05404,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.1530734304816,44.51469554139955,142 SHANNON RD,05446,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.1756519996187,44.43653700045427,83 MEDALIST DRIVE,5403,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.0660658015219,44.44249688430624,65 CREEK'S EDGE DRIVE,05495,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.19884500058576,44.59967100006376,26 WILCOX CT,05446,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.20339573440849,44.39308528370326,103 ELMORE ST,05482,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.14399944983536,44.40397621680898,4354 SOUTH BROWNELL ROAD,05495,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.20131143106481,44.39699473455792,39 CASPIAN LN,05482,CCRPC,
,JERICHO,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-72.99404594710126,44.49159249613215,8 WHITE CEDAR LN,05464,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.1824683038781,44.41046383773722,473 O'BRIEN DR,05482,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.06380900044218,44.44568999987616,35 KEYSTONE DRIVE,5495,CCRPC,
,CHARLOTTE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.194502500519,44.29269000020612,295 MEADOWSIDE DRIVE,05445,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.00623294476978,44.52501601665125,1680 OLD PUMP ROAD,05452,CCRPC,
,HUNTINGTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.96314853111384,44.25720567588877,7770 MAIN ROAD,5462,CCRPC,
,UNDERHILL,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-72.94081634153419,44.536681846975775,34 POKER HILL RD,05489,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.23389579275567,44.57073846717418,1797 MARBLE ISLAND RD,05446,CCRPC,
,RICHMOND,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.01262184357739,44.368079030461416,267 BLUEBERRY FARM RD,05477,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.16002646860167,44.441371419245996,27 FALL ST,05403,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.2371444994438,44.56929599998672,101 MARINER HTS,05446,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.06574691009546,44.443493106715486,291 CREEK'S EDGE DRIVE,05495,CCRPC,
,WESTFORD,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.05551100054896,44.6001029997962,1328 OLD STAGE ROAD,05494,CCRPC,
,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-73.20295312968479,44.47996757216321,28 SOUTH WILLIAMS STREET,05401,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.07109821087867,44.492346423588494,74 STONEBROOK CIR,05451,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.09307323574532,44.501071464662,150 ORLEANS RD,05451,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.25344299999004,44.53093759007707,41 CLOVER LN,05446,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.2344296705843,44.55475981301877,172 MARBLE ISLAND RD,05446,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2023,UNKNOWN,-73.1925810003473,44.420373000255324,19 NORTH JEFFERSON ROAD,5403,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.06697907182529,44.44414010279401,221 CREEK'S EDGE DRIVE,05495,CCRPC,
,WILLISTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.10565098334052,44.453671408360115,312 ZEPHYR ROAD,05495,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.09442249942525,44.50042799986841,85 WASHINGTON CIR,05452,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.04788217505435,44.34303137154052,1773 TEXAS HILL  RD,5454,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.04310566647516,44.50443244571248,88 CHASE CT,05451,CCRPC,
,CHARLOTTE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.29677399961663,44.29209600014441,715 CEDAR BEACH ROAD,05445,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.16810100002418,44.43344100008123,87 LONG DRIVE,5403,CCRPC,
,BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.21721602651772,44.47450964874144,39 KING ST,05401,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.18647899946649,44.437859999581526,512 VALE DRIVE,5403,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.1914694997223,44.399529000205305,568 GOVERNORS LN,05482,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.25345555118068,44.53117238922314,55 CLOVER LN,05446,CCRPC,
,WESTFORD,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.04860111923904,44.63359896006941,354 WESTFORD MILTON ROAD,05494,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.27289332883512,44.54033203102926,64 VINCENZA WAY,05446,CCRPC,
,RICHMOND,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.02785536687163,44.41347824004536,52 TURNSTONE LANE,05477,CCRPC,
,JERICHO,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-72.99967997942508,44.496923562305945,53 Plains Road,05464,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.19677678445554,44.49997543784297,2897 MALLETTS BAY AV,05446,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2023,UNKNOWN,-73.21086449955958,44.53126199967085,184 LOMARTIRE DR,05446,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.07088750042095,44.28541799992187,97 SAINT CYR LN,05461,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2023,UNKNOWN,-73.19257200061448,44.42041800038993,21 NORTH JEFFERSON ROAD,5403,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.13227706245627,44.5040510039021,9 PARIZO DR,05451,CCRPC,
,RICHMOND,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-72.98844645821471,44.42389978299302,203 BRADFORD TEERACE,05477,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.19155586039544,44.423644551723406,48 CHURCHILL STREET,05403,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.16461843117438,44.55006086820417,16 FLORENCE LN,5446,CCRPC,
,MILTON,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.14988500001174,44.61680699982896,662 ROUTE 7 SOUTH,05466,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.20155696574113,44.39756372584226,94 CASPIAN LN,05482,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.15665299958827,44.454852000132526,93 LEO LANE,5403,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,ACCESSORY DWELLING UNIT,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.25856152304443,44.54527770815215,194 SHADY LN,05446,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2023,UNKNOWN,-73.19317500059526,44.42071500031835,52 FARM WAY,5403,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.15982219972321,44.44138333321779,19 FALL ST,05403,CCRPC,
,WESTFORD,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.06976147812917,44.57821937635403,40 ASHWOOD DRIVE,05489,CCRPC,
,CHARLOTTE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.19162920648378,44.33346605596736,1801 SPEAR ST,05445,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.15818940713015,44.45284735516353,77 LEDGE WAY,05403,CCRPC,
,MILTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.17926727387756,44.691179878889876,7 CORRAL DR,05466,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.17024833013156,44.41730923841065,165 WINDSWEPT LN,05403,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.2023129862402,44.39788052239926,153 CASPIAN LANE,5482,CCRPC,
,ESSEX JUNCTION,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2021,UNKNOWN,-73.11235500104277,44.487872168607,38 PARK STREET,5452,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.21860449991122,44.38827900042172,450 WEBSTER RD,05482,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.20288461277582,44.39677281250111,300 CASPIAN LANE,5482,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.04553638551285,44.372794993006096,336 OWL'S NEST RD,05461,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.21535202948984,44.37087706582,19 MILL RIVER LN,05482,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.15858494979048,44.456289312430734,321 O'BRIEN FARM RD,05403,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.2029349326607,44.395860073184544,283 ELMORE ST,05482,CCRPC,
,WINOOSKI,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2021,UNKNOWN,-73.18546901834854,44.49683298243334,3 STEVEN STREET,5404,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2021,UNKNOWN,-73.15776547584493,44.45646970583766,352 O'BRIEN FARM ROAD,5403,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.14480011582071,44.50963732884372,38 RADFORD LANE,05446,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-73.04213916280965,44.50461561853835,54 CHASE CT,05452,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.07382536237067,44.35324997235059,2032 RICHMOND  RD,5454,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.186876114428,44.37140950557316,1503 IRISH HILL ROAD,5482,CCRPC,
,HINESBURG,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2021,UNKNOWN,-73.1012659280692,44.32468867125581,13 CLOVER LN,5454,CCRPC,
,MILTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.13635910735546,44.60920494040451,20 HANNAH BETH LN,5468,CCRPC,
,ESSEX JUNCTION,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2021,UNKNOWN,-73.10564037211513,44.49339041234095,69 MAIN STREET,5452,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2021,UNKNOWN,-73.19170686743618,44.42398722200069,104 CHURCHILL STREET,5403,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.06119191693645,44.51155941103539,116B CENTER RD,05451,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-73.1572868060819,44.54673761162145,43 BLACKSMITH DR,05446,CCRPC,
,COLCHESTER,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-73.18904406559045,44.60119905839018,107 ANN MARIE LN,05446,CCRPC,
,ESSEX,CHITTENDEN,Chittenden County RPC,GROUP QUARTERS,OTHER RESIDENTIAL,71,2021,UNKNOWN,-73.07919862684696,44.503187520536194,2 FREEMAN WOODS,5452,CCRPC,
,MILTON,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2020,UNKNOWN,-73.11108978159484,44.6240508706495,7 NORTH GARDENS LN,05468,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-73.21047799021224,44.375680048087816,204 THOMPSON RD,05482,CCRPC,
,CHARLOTTE,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.28543750981845,44.33145514681606,1576 LAKE ROAD,05445,CCRPC,
,MILTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.0977929999204,44.63400600007975,311 HORSESHOE CIR,05466,CCRPC,
,WINOOSKI,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2021,UNKNOWN,-73.18506701288702,44.496432492524406,247 MAIN STREET,5404,CCRPC,
,SHELBURNE,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,2,2023,UNKNOWN,-73.20170700011502,44.3949390000384,136 WILLOUGHBY LN,05482,CCRPC,
,SOUTH BURLINGTON,CHITTENDEN,Chittenden County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.1608788746821,44.44071181463112,266 RYE CIRCLE,5403,CCRPC,
,WINOOSKI,CHITTENDEN,Chittenden County RPC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2020,UNKNOWN,-73.19188824456671,44.49411581593245,120 MALLETTS BAY AV UNIT 102,05404,CCRPC,
